Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Mondal M.; Roy C.K.; Schneider K.A.,7005459894; 36176304400; 7402470734,SPCP-Miner: A tool for mining code clones that are important for refactoring or tracking,2015,"2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering, SANER 2015 - Proceedings",,,7081861,484,488,4,33,10.1109/SANER.2015.7081861,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928676238&doi=10.1109%2fSANER.2015.7081861&partnerID=40&md5=2cf69af86605077a056f7e60bcc0be54,"Code cloning has both positive and negative impacts on software maintenance and evolution. Focusing on the issues related to code cloning, researchers suggest to manage code clones through refactoring and tracking. However, it is impractical to refactor or track all clones in a software system. Thus, it is essential to identify which clones are important for refactoring and also, which clones are important for tracking. In this paper, we present a tool called SPCP-Miner which is the pioneer one to automatically identify and rank the important refactoring as well as important tracking candidates from the whole set of clones in a software system. SPCP-Miner implements the existing techniques that we used to conduct a large scale empirical study on SPCP clones (i.e., the clones that evolved following a Similarity Preserving Change Pattern called SPCP). We believe that SPCP-Miner can help us in better management of code clones by suggesting important clones for refactoring or tracking. © 2015 IEEE.",Conference paper,Final,Scopus
Shahjahan A.; Haider Butt W.; Ahmad A.Z.,57188747621; 26665905200; 57188748866,Impact of refactoring on code quality by using graph theory: An empirical evaluation,2015,IntelliSys 2015 - Proceedings of 2015 SAI Intelligent Systems Conference,,,7361201,595,600,5,7,10.1109/IntelliSys.2015.7361201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962702574&doi=10.1109%2fIntelliSys.2015.7361201&partnerID=40&md5=88d444d04a86dc3ee053b96bdcf07ca2,"Refactoring is the process of improving code quality without affecting its external behaviour and by changing its internal structure. Refactoring is done to improve code quality and structure. In this research, we have proposed a new method of code refactoring by using graph theory techniques. Previously manual methods were used to identify the classes with high impact in refactoring. the proposed method has been implemented and applied on software projects developed in Java. Validation has been done by surveying software professionals to measure improve in code quality. © 2015 IEEE.",Conference paper,Final,Scopus
Cedrim D.; Sousa L.; Gheyi R.; Garcia A.,57194528845; 57194212913; 8365747700; 7404608626,Does refactoring improve software structural quality? A longitudinal study of 25 projects,2016,ACM International Conference Proceeding Series,,,,73,82,9,29,10.1145/2973839.2973848,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030768354&doi=10.1145%2f2973839.2973848&partnerID=40&md5=e40047b429754b6a6e90ecb407a1194a,"Code smells in a program represent indications of structural quality problems, which can be addressed by software refactoring. Refactoring is widely practiced by developers, and considerable development effort has been invested in refactoring tooling support. There is an explicit assumption that software refactoring improves the structural quality of a program by reducing its density of code smells. However, little has been reported about whether and to what extent developers successfully remove code smells through refactoring. This paper reports a first longitudinal study intended to address this gap. We analyze how often the commonly-used refactoring types affect the density of 5 types of code smells along the version histories of 25 projects. Our findings are based on the analysis of 2,635 refactorings distributed in 11 different types. Surprisingly, 2,506 refactorings (95.1%) did not reduce or introduce code smells. Thus, these findings suggest that refactorings lead to smell reduction less often than what has been reported. According to our data, only 2.24% of refactoring changes removed code smells and 2.66% introduced new ones. Moreover, several smells induced by refactoring tended to live long, i.e., 146 days on average. These smells were only eventually removed when smelly elements started to exhibit poor structural quality and, as a consequence, started to be more costly to get rid of. © 2016 ACM.",Conference paper,Final,Scopus
Fontana F.A.; Mangiacavalli M.; Pochiero D.; Zanoni M.,6601971118; 57186684300; 57186712500; 56599129300,On experimenting refactoring tools to remove code smells,2015,ACM International Conference Proceeding Series,25-29-May-2015,,a7,,,,17,10.1145/2764979.2764986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961255102&doi=10.1145%2f2764979.2764986&partnerID=40&md5=45721977807ab086e96e39679bde12e7,"When we develop a software project of a certain complexity, source code maintainability could become a problem, in particular if developers do not use a consolidate development process that simplifies the management of the entire project. When source code becomes very complex, it is difficult for developers to share and modify it. We can improve internal software qualities such as reusability, maintainability and readability through refactoring. Refactoring can be applied to remove possible problems in the code, as code smells. Identifying code smells and removing them through refactoring results in better code maintainability, but it can be an overwhelming task. In this paper, we describe our experimentation on using four refactoring tools to remove code smells in four systems, with the aim to outline advantages and disadvantages of the tools with respect to the accomplishment of this task, and to identify the smells easier to be removed among the ones we considered in this paper. © 2015 ACM.",Conference paper,Final,Scopus
Simons C.; Singer J.; White D.R.,8147837800; 14827373300; 55538156100,Search-based refactoring: Metrics are not enough,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9275,,,47,61,14,42,10.1007/978-3-319-22183-0_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951271742&doi=10.1007%2f978-3-319-22183-0_4&partnerID=40&md5=5c4fa4a98e910b9309d5aafba6a4edbb,"Search-based Software Engineering (SBSE) techniques have been applied extensively to refactor software, often based on metrics that describe the object-oriented structure of an application. Recent work shows that in some cases applying popular SBSE tools to open-source software does not necessarily lead to an improved version of the software as assessed by some subjective criteria. Through a survey of professionals, we investigate the relationship between popular SBSE refactoring metrics and the subjective opinions of software engineers. We find little or no correlation between the two. Through qualitative analysis, we find that a simple static view of software is insufficient to assess software quality, and that software quality is dependent on factors that are not amenable to measurement via metrics. We recommend that future SBSE refactoring research should incorporate information about the dynamic behaviour of software, and conclude that a human-in-the-loop approach may be the only way to refactor software in a manner helpful to an engineer. © Springer International Publishing Switzerland 2015.",Conference paper,Final,Scopus
Durak U.,24334630800,Pragmatic model transformations for refactoring in Scilab/Xcos,2016,"International Journal of Modeling, Simulation, and Scientific Computing",7,1,1541004,,,,4,10.1142/S1793962315410044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947717804&doi=10.1142%2fS1793962315410044&partnerID=40&md5=90e346abd4134b1751f6f93c6ec2dbbf,"Model-Based Development has become an industry wide standard paradigm. As an open source alternative, Scilab/Xcos is being widely employed as a hybrid dynamic systems modeling tool. With the increasing efficiency in implementation using graphical model development and code generation, the modeling and simulation community is struggling with assuring quality as well as maintainability and extendibility. Refactoring is defined as an evolutionary modernization activity where, most of the time, the structure of the artifact is changed to alter its quality characteristics, while keeping its behavior unchanged. It has been widely established as a technique for textual programming languages to improve the code structure and quality. While refactoring is also regarded as one of the key practices of model engineering, the methodologies and approaches for model refactoring are still under development. Architecture-Driven Modernization (ADM) has been introduced by the software engineering community as a model-based approach to software modernization, in which the implicit information that lies in software artifacts is extracted to models and model transformations are applied for modernization tasks. Regarding refactoring as a low level modernization task, the practices from ADM are adaptable. Accordingly, this paper proposes a model-based approach for model refactoring in order to come up with more efficient and effective model refactoring methodology that is accessible and extendable by modelers. Like other graphical modeling tools, Scilab/Xcos also possesses a formalized model specification conforming to its implicit metamodel. Rather than proposing another metamodel for knowledge extraction, this pragmatic approach proposes to conduct in place model-to-model transformations for refactoring employing the Scilab/Xcos model specification. To construct a structured model-based approach, the implicit Scilab/Xcos metamodel is explicitly presented utilizing ECORE as a meta-metamodel. Then a practical model transformation approach is established based on Scilab scripting. A Scilab toolset is provided to the modeler for in-place model-to-model transformations. Using a sample case study, it is demonstrated that proposed model transformation functions in Scilab provide a valuable refactoring tool. © 2016 World Scientific Publishing Company.",Article,Final,Scopus
Costa R.S.; Costa H.; Parreira P.A.,57193153459; 26031311400; 35273395300,AOLink-Automatic gerenation of refactoring suggestions for aspect-oriented anomalies,2016,"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",,,7836059,,,,0,10.1109/SCCC.2016.7836059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017586793&doi=10.1109%2fSCCC.2016.7836059&partnerID=40&md5=1688b8f6850dcadf71424f22f690a3ea,"Aspect-Orientation (AO) is a strategy to improve the internal structure of the software. However, using AO abstractions in an inappropriate way may also introduce bad smells in the software. To handle it, the developer needs to read catalogs of bad smells and refactorings. The problem is these catalogs are written in a non-standardized way, what make hard the understanding on them. Furthermore, the existing tools for AO bad smells detection do not present to the user the necessary refactoring to deal with them. This paper aims to present: (i) a standardized catalog of AO bad smells; and (ii) an extension, called AOLink, for a tool that detect AO bad smells. It is able to suggest the refactorings to deal with AO bad smells. The preliminary assessment performed on the proposed catalog showed that the recall and precision with respect to the bad smells detection may be improved. © 2016 IEEE.",Conference paper,Final,Scopus
Najafi M.; Haghighi H.; Nasab T.Z.,48662617300; 57189446914; 57190570228,A set of refactoring rules for UML-B specifications,2016,Computing and Informatics,35,2,,411,440,29,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981288427&partnerID=40&md5=08dcaa6ee554f9262bf6d6b5203f7ad8,"UML-B is a graphical formal modelling notation which is based on UML and relics oil Event-B and its verification tools. In this paper, we propose annealing and introduce subtyping rules as well-known refactoring rules which can improve and assist the derivation of object-oriented design from an abstract specification written in UML-B. We prove that the proposed annealing rules are behavior preserving. We also demonstrate the applicability and effectiveness of our refactoring rules by applying them on two UML-B specifications.",Article,Final,Scopus
Khelladi D.E.; Bendraou R.; Gervais M.-P.,56728591300; 6507188884; 56216389000,AD-ROOM: A tool for automatic detection of refactorings in object-oriented models,2016,Proceedings - International Conference on Software Engineering,,,,617,620,3,13,10.1145/2889160.2889169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012095733&doi=10.1145%2f2889160.2889169&partnerID=40&md5=39a76adcf2d41da1267a37b9994ccc08,"Detecting refactorings in Object-Oriented Models (OOM) is essential to automate the repair, maintenance, and migration of OOM-related products. However, detecting refactorings is challenging since multiple sequences of atomic changes may define a single user intention and refactorings may overlap over the atomic change trace. In this paper, we present AD-ROOM, an Eclipse-based tool to automatically detect refactorings during evolution of OOM. In contrast to existing tools, AD-ROOM is designed to reach 100% recall that is confirmed in our eight case studies. We allow user confirmation and we support the user with three heuristics that help to improve the precision of AD-ROOM. See the demonstration video: https://youtu.be/4OJ8zHtfnq8 © 2016 ACM.",Conference paper,Final,Scopus
Kádár I.; Hegedüs P.; Ferenc R.; Gyimóthy T.,56529171400; 25926433300; 6603559878; 6603266536,A code refactoring dataset and its assessment regarding software maintainability,2016,"2016 IEEE 23rd International Conference on Software Analysis, Evolution, and Reengineering, SANER 2016",2016-January,,,599,603,4,31,10.1109/SANER.2016.42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015318688&doi=10.1109%2fSANER.2016.42&partnerID=40&md5=0baa5f4a03fc366d2ec6af1531c960d5,"It is very common in various fields that there is a gap between theoretical results and their practical applications. This is true for code refactoring as well, which has a solid theoretical background while being used in development practice at the same time. However, more and more studies suggest that developers perform code refactoring entirely differently than the theory would suggest. Our paper encourages the further investigation of code refactorings in practice by providing an excessive open dataset of source code metrics and applied refactorings through several releases of 7 open-source systems. As a first step of processing this dataset, we examined the quality attributes of the refactored source code classes and the values of source code metrics improved by those refactorings. Our early results show that lower maintainability indeed triggers more code refactorings in practice and these refactorings significantly decrease complexity, code lines, coupling and clone metrics. However, we observed a decrease in comment related metrics in the refactored code. © 2016 IEEE.",Conference paper,Final,Scopus
Ouni A.; Kessentini M.; Sahraoui H.; Inoue K.; Deb K.,50761492200; 25653537200; 57196894039; 7601540520; 7006019904,Multi-criteria code refactoring using search-based software engineering: An industrial case study,2016,ACM Transactions on Software Engineering and Methodology,25,3,23,,,,111,10.1145/2932631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978052454&doi=10.1145%2f2932631&partnerID=40&md5=2d9a6e26e31902da8615a06995af7e2d,"One of the most widely used techniques to improve the quality of existing software systems is refactoring-the process of improving the design of existing code by changing its internal structure without altering its external behavior. While it is important to suggest refactorings that improve the quality and structure of the system, many other criteria are also important to consider, such as reducing the number of code changes, preserving the semantics of the software design and not only its behavior, and maintaining consistency with the previously applied refactorings. In this article, we propose a multi-objective search-based approach for automating the recommendation of refactorings. The process aims at finding the optimal sequence of refactorings that (i) improves the quality by minimizing the number of design defects, (ii) minimizes code changes required to fix those defects, (iii) preserves design semantics, and (iv) maximizes the consistency with the previously code changes. We evaluated the efficiency of our approach using a benchmark of six opensource systems, 11 different types of refactorings (move method, move field, pull up method, pull up field, push down method, push down field, inline class, move class, extract class, extract method, and extract interface) and six commonly occurring design defect types (blob, spaghetti code, functional decomposition, data class, shotgun surgery, and feature envy) through an empirical study conducted with experts. In addition, we performed an industrial validation of our technique, with 10 software engineers, on a large project provided by our industrial partner. We found that the proposed refactorings succeed in preserving the design coherence of the code, with an acceptable level of code change score while reusing knowledge from recorded refactorings applied in the past to similar contexts. © 2016 ACM.",Article,Final,Scopus
Alkhazi B.; Ruas T.; Kessentini M.; Wimmer M.; Grosky W.I.,57192870706; 35204056800; 25653537200; 14030698000; 7004119740,Automated refactoring of ATL model transformations: A search-based approach,2016,"Proceedings - 19th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2016",,,,295,304,9,15,10.1145/2976767.2976782,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008511987&doi=10.1145%2f2976767.2976782&partnerID=40&md5=1cf680042332a112246817fe0e7baa8b,"Model transformation programs evolve through a process of continuous change. However, this process may weaken the design of the transformation programs and make it unnecessarily complex, leading to increased fault-proneness. Refactoring improves the software design while preserving overall functionality and behavior. However, very few studies addressed the problem of refactoring model transformation programs. These existing studies provided an entirely manual or semi-automated refactoring support to transformation languages such as ATL. In this paper, we propose a fully-automated search-based approach to refactor model transformations based on a multi-objective algorithm that recommends the best refactoring sequence (e.g. extract rule, merge rules, etc.) optimizing a set of ATL-based quality metrics (e.g. number of rules, coupling, etc.). To validate our approach, we apply it to a comprehensive dataset of model transformations. The statistical analysis of our experiments over 30 runs shows that our automated approach recommended useful refactorings based on benchmark of ATL programs and compared to random search, mono-objective search formulation and a semi-automated refactoring approach not based heuristic search. © 2016 ACM.",Conference paper,Final,Scopus
Santos Neto B.F.D.; Ribeiro M.; Da Silva V.T.; Braga C.; De Lucena C.J.P.; De Barros Costa E.,36175426900; 57199329234; 7102297160; 8670867000; 54898975000; 23033597200,AutoRefactoring: A platform to build refactoring agents,2015,Expert Systems with Applications,42,3,,1652,1664,12,13,10.1016/j.eswa.2014.09.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908541659&doi=10.1016%2fj.eswa.2014.09.022&partnerID=40&md5=0e2349e9133138073a9f742716f69c98,"Software maintenance may degrade the software quality. One of the primary ways to reduce undesired effects of maintenance is refactoring, which is a technique to improve software code quality without changing its observable behavior. To safely apply a refactoring, several issues must be considered: (i) identify the code parts that should be improved; (ii) determine the changes that must be applied to the code in order to improve its; (iii) evaluate the corrections impacts on code quality; and (iv) check that the observable behavior of the software will be preserved after applying the corrections. Given the amount of issues to consider, refactoring by hand has been assumed to be an expensive and error-prone task. Therefore, in this paper, we propose an agent-based platform that enables to implement an agent able to autonomously deal with the above mentioned refactoring issues. To evaluate our approach, we performed an empirical study on code smells detection and correction, code quality improvement and preservation of the software observable behavior. To answer our research questions, we analyze 5 releases of Java open source projects, ranging from 166 to 711 classes. © 2014 Elsevier Ltd. All rights reserved.",Article,Final,Scopus
Zimmermann O.,23468051100,Architectural refactoring: A task-centric view on software evolution,2015,IEEE Software,32,2,7057560,26,29,3,27,10.1109/MS.2015.37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925036831&doi=10.1109%2fMS.2015.37&partnerID=40&md5=c62d6f85857b5d750438264fa918a54e,"A refactoring aims to improve a certain quality while preserving others. For example, code refactoring restructures code to make it more maintainable without changing its observable behavior. Given the success of code refactoring, it's surprising that architectural refactoring (AR) hasn't taken off yet. This article examines AR from a new angle: as an evolution technique that revisits architectural decisions and identifies related design, implementation, and documentation tasks. © 2015 IEEE.",Article,Final,Scopus
Samarthyam G.; Suryanarayana G.; Sharma T.,55320970300; 57190844683; 25224153100,Refactoring for software architecture smells,2016,"IWoR 2016 - Proceedings of the 1st International Workshop on Software Refactoring, co-located with ASE 2016",,,,1,4,3,20,10.1145/2975945.2975946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050616894&doi=10.1145%2f2975945.2975946&partnerID=40&md5=559cc094ad5c19965986793ef3957b7b,"Code smells and refactoring have received considerable interest from the academia as well as from the industry in the past two decades. The interest has given birth to various tools, processes, techniques, and practices to identify smells and refactor them. Despite the high interest, architecture smells and corresponding refactorings haven’t received as much focus and adoption from the software engineering community. In this paper, we motivate the need of architecture refactoring, discuss the current related research, and present a few potential research directions for architecture refactoring. © 2016 ACM.",Conference paper,Final,Scopus
Devi U.; Sharma A.; Kesswani N.,57214544909; 57214355695; 56464247200,A review on quality models to analyse the impact of refactored code on maintainability with reference to software product line,2016,"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016",,,7724954,3705,3708,3,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997503403&partnerID=40&md5=c1cc2086115f825aa0f6e2a0cf776b4e,"Code cloning is a major problem in object oriented methodology and advanced software methodologies like Software Product Line methodology (SPL). SPL Maintainability is a critical quality factor which is influenced by code cloning detection and correction. There are quality models to study and analyze such impacts. But existing quality models fall short in assessing the impact of code clones on them. Since SPL maintainability is one of the key factors when considering software quality, our study revolves around it. Also, the fact that not much experiments have been performed to assess and measure the impact of refactored code on SPL maintainability, we wish to divulge in that particular area. A review has been done which validates the need to quantify SPL maintainability before and after it has been refactored. © 2016 IEEE.",Conference paper,Final,Scopus
Fördos V.; Tóth M.,56369038600; 26422511300,Identifying code clones with refactorerl,2016,Acta Cybernetica,22,3,,553,571,18,1,10.14232/actacyb.22.3.2016.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983339559&doi=10.14232%2factacyb.22.3.2016.1&partnerID=40&md5=d123d9a4a8477fa81b83d593af15e177,"Code clones, the results of ""copy&paste programming"", have a negative impact on software maintenance. Therefore several tools and techniques have been developed to identify them in the source code. Most of them concentrate on imperative, well known languages, while in this paper, we give an AST/metric based clone detection algorithm for the functional programming language Erlang. We propose a standalone solution that does not overload users with results that are insignificant from the point of view of the user. We emphasise that the maintenance costs can be decreased by using our solution, because the programmers need to deal only with important issues.",Article,Final,Scopus
Miralles A.; Huchard M.; Dolques X.; Le Ber F.; Libourel T.; Nebut C.; Osman-Guédi A.,7006811060; 6602390606; 36991851000; 57202981280; 15136092800; 15045364000; 55351480900,Increasing the abstraction level of a class model through a gradual refactoring; [Méthode de factorisation progressive pour accroître l’abstraction d’un modèle de classes],2015,Ingenierie des Systemes d'Information,20,2,,9,40,31,2,10.3166/ISI.20.2.9-39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965096345&doi=10.3166%2fISI.20.2.9-39&partnerID=40&md5=0b0b610fd01f1b7429c52545f42fdb77,"We are involved in the building by several actors of the class model of an information system in the environment domain. Actor concerns are various and sometimes conflicting, and progressively designing the model during working group sessions is required. This progressive improvement relies on the emergence of more abstract classes and associations. We use an optimization technique based on formal concept analysis. Nevertheless, building all abstractions in a single step produces too much concepts to be analyzed by the domain experts. In this paper, we propose a step-by-step approach, under the actor control, to extract these new abstractions. This solution is experimented on an environmental information system. © 2015 Lavoisier.",Article,Final,Scopus
Yoshida N.; Saika T.; Choi E.; Ouni A.; Inoue K.,36176694200; 56470444400; 41561025900; 50761492200; 7601540520,Revisiting the relationship between code smells and refactoring,2016,IEEE International Conference on Program Comprehension,2016-July,,7503738,,,,19,10.1109/ICPC.2016.7503738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979729400&doi=10.1109%2fICPC.2016.7503738&partnerID=40&md5=2ca56d0294d613a61553f016aa855ca9,"Refactoring is a critical technique in evolving software systems. Martin Fowler presented a catalogue of refactoring patterns that defines a list of code smells and their corresponding refactoring patterns. This list aimed at supporting programmers in finding suitable refactoring patterns that remove code smells from their systems. However, a recent empirical study by Bavota et al. shows that refactoring rarely removes code smells which do not align with Fowler's catalog. To bridge the gap between them, we revisit the relationship between code smells and refactorings. In this study, we investigate whether developers apply appropriate refactoring patterns to fix code smells in three open source software systems. © 2016 IEEE.",Conference paper,Final,Scopus
Griswold W.G.; Opdyke W.F.,7006192093; 6603499634,The Birth of Refactoring: A Retrospective on the Nature of High-Impact Software Engineering Research,2015,IEEE Software,32,6,7274256,30,38,8,16,10.1109/MS.2015.107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946563422&doi=10.1109%2fMS.2015.107&partnerID=40&md5=1d81abaeae8270f7b7e6400eb5c0e106,"Software refactoring was independently invented in the late '80s by two students in two research groups: Ralph Johnson's group at the University of Illinois and David Notkin's group at the University of Washington. This article provides a retrospective of the birth of refactoring, reflecting on how the ideas came about and were developed in those two students' doctoral dissertations. The analysis provides useful insights for both researchers and practitioners seeking high impact in their work. This article is part of a special issue on Refactoring. © 2015 IEEE.",Article,Final,Scopus
Szoke G.; Nagy C.; Hegedus P.; Ferenc R.; Gyimothy T.,55803891600; 26667913000; 25926433300; 6603559878; 6603266536,Do automatic refactorings improve maintainability? An industrial case study,2015,"2015 IEEE 31st International Conference on Software Maintenance and Evolution, ICSME 2015 - Proceedings",,,7332494,429,438,9,13,10.1109/ICSM.2015.7332494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961637893&doi=10.1109%2fICSM.2015.7332494&partnerID=40&md5=1bc053308bb62c20339bc810e3e3fa1b,"Refactoring is often treated as the main remedy against the unavoidable code erosion happening during software evolution. Studies show that refactoring is indeed an elemental part of the developers' arsenal. However, empirical studies about the impact of refactorings on software maintainability still did not reach a consensus. Moreover, most of these empirical investigations are carried out on open-source projects where distinguishing refactoring operations from other development activities is a challenge in itself. We had a chance to work together with several software development companies in a project where they got extra budget to improve their source code by performing refactoring operations. Taking advantage of this controlled environment, we collected a large amount of data during a refactoring phase where the developers used a (semi)automatic refactoring tool. By measuring the maintainability of the involved subject systems before and after the refactorings, we got valuable insights into the effect of these refactorings on large-scale industrial projects. All but one company, who applied a special refactoring strategy, achieved a maintainability improvement at the end of the refactoring phase, but even that one company suffered from the negative impact of only one type of refactoring. © 2015 IEEE.",Conference paper,Final,Scopus
Xuan J.; Cornu B.; Martinez M.; Baudry B.; Seinturier L.; Monperrus M.,25640418400; 56511995300; 55938368500; 57203847520; 6603303741; 6506353145,B-Refactoring: Automatic test code refactoring to improve dynamic analysis,2016,Information and Software Technology,76,,,65,80,15,25,10.1016/j.infsof.2016.04.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965136564&doi=10.1016%2fj.infsof.2016.04.016&partnerID=40&md5=7f80f2bb795e4b7ba2c1f6d6e0978c89,"Context: Developers design test suites to verify that software meets its expected behaviors. Many dynamic analysis techniques are performed on the exploitation of execution traces from test cases. In practice, one test case may imply various behaviors. However, the execution of a test case only yields one trace, which can hide the others. Objective: In this article, we propose a new technique of test code refactoring, called B-Refactoring. The idea behind B-Refactoring is to split a test case into small test fragments, which cover a simpler part of the control flow to provide better support for dynamic analysis. Method: For a given dynamic analysis technique, B-Refactoring monitors the execution of test cases and constructs small test cases without loss of the testability. We apply B-Refactoring to assist two existing analysis tasks: automatic repair of if-condition bugs and automatic analysis of exception contracts. Results: Experimental results show that B-Refactoring can effectively improve the execution traces of the test suite. Real-world bugs that could not be previously fixed with the original test suites are fixed after applying B-Refactoring; meanwhile, exception contracts are better verified via applying B-Refactoring to original test suites. Conclusions: We conclude that applying B-Refactoring improves the execution traces of test cases for dynamic analysis. This improvement can enhance existing dynamic analysis tasks. © 2016 Elsevier B.V. All rights reserved.",Article,Final,Scopus
Jin T.; Wang J.; Yang Y.; Wen L.; Li K.,57192435256; 16306106100; 10042024700; 14030649200; 7404989623,Refactor Business Process Models with Maximized Parallelism,2016,IEEE Transactions on Services Computing,9,3,6991557,456,468,12,12,10.1109/TSC.2014.2383391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976562506&doi=10.1109%2fTSC.2014.2383391&partnerID=40&md5=34eb40616c84c5ba9fcbd4106796d721,"With the broad use of business process management technology, there are more and more business process models. Since the ability of different modelers is different, the quality of these models varies. A question arises here is that, can we refactor these models to improve the quality as practised in software engineering? Business process modeling can be regarded as declarative programming, and business process models can be used to drive the process aware information systems, which are generally developed with model driven architecture, so business process models are crucial for the efficiency of process aware information systems. In this paper, we propose a novel approach on how to systematically refactor business process models with parallel structures for sequence structures for the first time. More specifically, we analyze the real causal relations between business tasks based on data operation dependency analysis, and refactor business process models with process mining technology. After comprehensive model refactoring, parallel execution of business tasks can be maximized, so the efficiency of business processing can be improved, that is, the quality of business process models can be improved. Analysis and experiments show that our approach is effective and efficient. © 2008-2012 IEEE.",Article,Final,Scopus
Ichii M.; Shimbara D.; Suzuki Y.; Ogawa H.,24724571000; 55326011500; 57204104558; 26032684700,Refactoring verification using model transformation,2016,"IWoR 2016 - Proceedings of the 1st International Workshop on Software Refactoring, co-located with ASE 2016",,,,17,24,7,0,10.1145/2975945.2975950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055207280&doi=10.1145%2f2975945.2975950&partnerID=40&md5=6fe686ee1a96917436fbe05331ad6567,"Software refactoring is an effective way for dealing with technical debt accumulated in a software system; however, regression risk prevents developers from refactoring their code. Herein, we propose an approach to check the equivalence of source code before and after refactoring using the AST-based model extracted from source code. In order to detect unintended changes to the program structure, our approach first transforms the model from the refactored code in accordance with the refactoring pattern so that the refactoring is cancelled, and then compares it with the model from the code before refactoring. We also built a tool named POM/EQ based on the Eclipse Modeling Framework for checking C/C++ source code. As a result of the case study using the tool, we successfully checked 56 % of the refactoring changes that are performed on an industrial product. © 2016 ACM.",Conference paper,Final,Scopus
Orrú M.; Marchesi M.,55982780800; 7005947166,A case study on the relationship between code ownership and refactoring activities in a Java software system,2016,"Proceedings - 7th International Workshop on Emerging Trends in Software Metrics, WETSoM 2016",,,,43,49,6,4,10.1145/2897695.2897702,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974623996&doi=10.1145%2f2897695.2897702&partnerID=40&md5=7d06be1008b09f33c86c76ff0ff87cf9,"Refactoring, the activity of changing source code design with- out affecting its external behavior, is a widely used practice among developers, since it is considered to positively affect the quality of software systems. However, there are some ""human factors"" to be considered while performing refactor-ing, including developers knowledge of systems architecture. Recent studies showed how much ""people"" metrics, such as code ownership, might affect software quality as well. In this preliminary study we investigated the relationship between code ownership and refactoring activity performed by developers. This study can provide useful insights on who performs refactoring and help team leaders to properly man- age human resources during software development. © 2016 ACM.",Conference paper,Final,Scopus
Kaur A.; Kaur M.,57222024069; 57146467600,Analysis of Code Refactoring Impact on Software Quality,2016,MATEC Web of Conferences,57,,2012,,,,17,10.1051/matecconf/20165702012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973299040&doi=10.1051%2fmatecconf%2f20165702012&partnerID=40&md5=cf4645db361fc7004d438a13428f732b,"Code refactoring is a ""Technique used for restructuring an existing source code, improving its internal structure without changing its external behaviour"". It is the process of changing a source code in such a way that it does not alter the external behaviour of the code yet improves its internal structure. It is a way to clean up code that minimizes the chances of introducing bugs. Refactoring is a change made to the internal structure of a software component to make it easier to understand and cheaper to modify, without changing the observable behaviour of that software component. Bad smells indicate that there is something wrong in the code that have to refactor. There are different tools that are available to identify and remove these bad smells. It is a technique that change our source code in a more readable and maintainable form by removing the bad smells from the code. Refactoring is used to improve the quality of software by reducing the complexity. In this paper bad smells are found and perform the refactoring based on these bad smell and then find the complexity of program and compare with initial complexity. This paper shows that when refactoring is performed the complexity of software decrease and easily understandable. © Owned by the authors, published by EDP Sciences, 2016.",Conference paper,Final,Scopus
