Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Nacheva R.; Stecyk A.; Petrov P.,57196278405; 36988176900; 57191977873,An Accessibility Heuristic Evaluation of Bulgarian and Polish Academic Web Sites: Visually Impaired Users’ Perspective,2024,Communications in Computer and Information Science,1790 CCIS,,,202,215,13,0,10.1007/978-3-031-44440-1_29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177175702&doi=10.1007%2f978-3-031-44440-1_29&partnerID=40&md5=409ee803749727f042fb49357b4eaeb1,"Accessibility issues are actively involved in the field of information and communication technologies. To improve human-machine interfaces, it is necessary to study the specifics of the interactions of people with special needs, including to improve their security of access to various digital resources. Thanks to the state of the art, people with disabilities have wide access to the Internet, including educational resources. The aim of this paper is to propose an approach for the heuristics evaluation of web accessibility based on the analytic hierarchy process (AHP) method. As there are many groups of people with disabilities, to narrow the scope of this study, we turn our attention to the perspective of the visually impaired users. To approve the approach, the authoring team applies it using Bulgarian and Polish academic websites. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Conference paper,Final,Scopus
Krawiec ?.; Dudycz H.,57201086409; 55329420600,Using heuristics for assessing the usability of the public information bulletins in Poland,2020,Lecture Notes in Business Information Processing,380 LNBIP,,,63,75,12,1,10.1007/978-3-030-43353-6_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082501227&doi=10.1007%2f978-3-030-43353-6_4&partnerID=40&md5=e08165a9b62c21a714b41bf819bb0dd8,"Increasing attention is being paid to the usability of public administration websites. Websites of this kind should offer appropriate functionality as well as being accessible to their users. This, among other things, is due to the many regulations introduced by countries’ governments. The aim of this paper is to present the most common usability errors identified on the websites of public administration units and the preliminary results of the assessment of the usability of Polish twenty largest cities’ Public Information Bulletin websites with the use of the heuristic evaluation. The study was conducted according to the heuristics method proposed by J. Nielsen. The main groups of errors affecting the usability of such websites were identified. Each of the error groups was assessed by an expert in terms of its importance for the overall assessment of the website’s usefulness. On this basis, the categories were assigned ranks from 1 to 5. This enabled indicating errors on the websites under study, as well as performing a comparison of the websites of the Public Information Bulletin of selected cities. The contribution of the article consists in the proposal of fourteen categories of heuristics for testing the usability and accessibility of public administration websites. The article presents a survey of public administration websites (on the example of the Public Information Bulletin in Poland) using the proposed heuristics. © Springer Nature Switzerland AG 2020.",Conference paper,Final,Scopus
Yazid M.A.; Jantan A.H.,57200577235; 55533238100,Systematic Evaluation Approach to Support Effective Web Interaction among Visually Impaired Users,2022,Proceedings - AiIC 2022: 2022 Applied Informatics International Conference: Digital Innovation in Applied Informatics during the Pandemic,,,,99,104,5,2,10.1109/AiIC54368.2022.9914579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141412639&doi=10.1109%2fAiIC54368.2022.9914579&partnerID=40&md5=1614bf9847ef54dd9eb2a231e182af32,"Today, Internet has become one of the most useful tools for visually impaired community. They use Internet to help with their daily activities such as communication, information retrieval, online shopping, transportation, and many more using interactive websites. However, with the complexity of current website design, it somehow gives them a hard time. Therefore, it is critical to evaluate the interaction experience perceived by the visually impaired users when interacting with website. Based on analysis of previous research, the evaluation can be measured through three major aspects which are user experience, web accessibility and technology acceptance. Those three aspects are expected to influence the overall judgement of web application itself. This paper is meant to provide some insight on the methodological approach for evaluation of interactive website which emphasis on web accessibility need by the visually impaired users.  © 2022 IEEE.",Conference paper,Final,Scopus
Jo G.; Habib D.; Varadaraj V.; Smith J.; Epstein S.; Zhu J.; Yenokyan G.; Ayers K.; Swenor B.K.,57674190200; 57674190300; 56524586700; 57538056500; 57222816483; 57218573845; 27068117600; 57192833789; 36160692100,COVID-19 vaccine website accessibility dashboard,2022,Disability and Health Journal,15,3,101325,,,,7,10.1016/j.dhjo.2022.101325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129736596&doi=10.1016%2fj.dhjo.2022.101325&partnerID=40&md5=930de750e1753d6aaa6bbf1cb87d6a30,"Background: The COVID-19 pandemic has exacerbated historical inequities for people with disabilities including barriers in accessing online information and healthcare appointment websites. These barriers were brought to the foreground during the vaccine rollout and registration process. Objective: This cross-sectional study aimed to examine accessibility of U.S. state and territory COVID-19 information and registration centralized websites. Methods: The Johns Hopkins Disability Health Research Center created a COVID-19 Vaccine Dashboard compiling COVID-19 information and vaccine registration web pages from 56 states and territories in the United States (U.S.) reviewed between March 30 through April 5, 2021 and analyzed accessibility using WAVE Web Accessibility Evaluation Tool (WAVE). WAVE identifies website accessibility barriers, including insufficient contrast, alternative text, unlabeled buttons, total number of errors, and error density. Web pages were ranked and grouped into three groups by number of errors, creating comparisons between states on accessibility barriers for people with disabilities. Results: All 56 U.S states and territories had COVID-19 information web pages and 29 states had centralized state vaccine registration web pages. Total errors, error density, and alert data were utilized to generate accessibility scores for each web page, the median score was 259 (range = 14 to 536 and IQR = 237) for information pages, and 146 (range = 10 to 281 and IQR = 105) for registration pages. Conclusions: These results highlight barriers people with disabilities may encounter when accessing information and registering for the COVID-19 vaccine, which underscore inequities in the pandemic response for the disability community and elevate the need to prioritize accessibility of public health information. © 2022 The Author(s)",Article,Final,Scopus
Kollotzek G.; Zimmermann G.; Ableitner T.; Nebe A.-M.,57203513585; 23398898300; 57202441042; 57903829000,Comparison of Manual Evaluation Methods for Assessing the Accessibility of Websites based on EN 301 549,2021,"International Conference on Computer-Human Interaction Research and Applications, CHIRA - Proceedings",2021-October,,,24,35,11,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146201466&partnerID=40&md5=bd86d70f31c04005c28ae8a9a839c649,"The relevance of information technology has increased significantly over the last couple of years and therefore it is important to provide for universal access to it. Accessibility of public sector websites has become legally binding through Directive (EU) 2016/2102 for EU member states. Automatic accessibility evaluation methods can only provide a superficial impression of the accessibility status. Only manual evaluation methods can facilitate a comprehensive accessibility check. So far, there is no systematic comparison of existing manual evaluation methods available that is based on real data. In this paper, we define a generic catalog of 22 criteria for assessing the quality of accessibility evaluation methods and specify individual weights for the criteria. We then compare two representatives of manual evaluation methods: BIK BITV-Test, as a representative of conformance-based methods; and BITV-Audit, as a representative of empiric-based methods. We analyze similarities and differences between these two methods, and identify weaknesses and strengths. Our results show an advantage of BITV-Audit over BIK BITV-Test, but other weightings could yield different results. Copyright © 2021 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved.",Conference paper,Final,Scopus
Larco A.; Peñafiel P.; Yanez C.; Luján-Mora S.,57194055579; 57286338200; 57200384056; 6603381780,Thinking about inclusion: Designing a digital app catalog for people with motor disability,2021,Sustainability (Switzerland),13,19,10989,,,,3,10.3390/su131910989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116491673&doi=10.3390%2fsu131910989&partnerID=40&md5=3d1936c4314311546837769b3df40826,"Some apps serve as assistive technologies or digital therapeutic tools that can be used by rehabilitation professionals in the motor disability context, bringing benefits to therapists and people with disabilities. However, websites or catalogs do not provide reliable information, easy search, and intuitive access to these apps, causing access information difficulties. Therefore, this work proposes to develop a digital catalog of software focused on motor disability. This work performed a systematic search of websites and catalogs related to motor disability, a systematic search of the apps that the digital catalog would show, and a quality evaluation of selected apps using the Mobile Application Rating Scale tool. The digital catalog was developed with the information obtained in the previous phases combining the Prototyping and User Experience criteria, then assessed by final users, software testers, and a web accessibility evaluation tool. The catalog obtained a satisfactory quality score based on the end-users’ and therapists’ satisfaction when finding technological resources to use in their professional and health-care activities. This research aims to contribute to those interested in developing software for people with disabilities and encouraging them to create and design their implementations based on this study. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Article,Final,Scopus
Sabev N.; Georgieva-Tsaneva G.; Bogdanova G.,57216658231; 55481465400; 6603789174,"Research, analysis, and evaluation of web accessibility for a selected group of public websites in Bulgaria",2020,Journal of Accessibility and Design for All,10,1,,124,160,36,7,10.17411/jacces.v10i1.215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085970459&doi=10.17411%2fjacces.v10i1.215&partnerID=40&md5=04250d5de0164d21b40e9299d36bbda8,"This article discusses the accessibility of public information on the Internet by people with disabilities, and in particular people with visual deficits. Web accessibility standards, content and basic principles have been considered. A survey on the accessibility of public websites in the Republic of Bulgaria was conducted. Information on the group that conducted the study is given, the purpose of the study, the methodology of the study is described. The surveys were conducted on 100 public administration sites, which are divided into 5 groups. The results of the study are presented. Conclusions were made for the accessibility of information in the public sphere of the Republic of Bulgaria. In recent months accessibility of these sites has been re-evaluated. The results show that not enough is being done to achieve accessibility while maintaining public administration websites in Bulgaria. Despite the overall increase in web accessibility of the sites being tested, there is still much work to be done on this. A statistical analysis of the different groups of public sites was conducted, and the group in which the accessibility was the best was examined.?he conclusion is that the accessibility of the websites of the public administration in the Republic of Bulgaria is not at the necessary level of accessibility, which does not allow the users with visual disability to access these sites easily. It is, therefore, necessary for the public administration and web application developers to implement the accessibility guidelines proposed in the standards and improve the accessibility of these websites. This will be a step forward in ensuring the rights of people with disabilities. ?he paper of this survey is original and not previously published. © Journal of Accessibility and Design for All, 2020.",Article,Final,Scopus
Acosta-Vargas P.; Salvador-Ullauri L.; Perez-Medina J.L.; Rybarczyk Y.,57192678428; 57192689183; 23470671000; 6506582516,Accessibility evaluation of multimedia resources in selected Latin america universities,2019,"2019 6th International Conference on eDemocracy and eGovernment, ICEDEG 2019",,,8734439,249,255,6,7,10.1109/ICEDEG.2019.8734439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068372113&doi=10.1109%2fICEDEG.2019.8734439&partnerID=40&md5=e3fc8137881b233de377a73a6d0a3c17,"In the present day, it is a challenge for web accessibility experts to test whether educational and informational resources are accessible. There are no adequate tools and methods to evaluate the accessibility of multimedia resources, which makes the type of video resource not accessible to all users, especially for users with disabilities. Currently, there are millions of multimedia, including video-type resources that we use as an educational input during teaching-learning processes. However, the designers of these resources have neglected in their development the parameter of accessibility to make them more accessible. This research suggests applying a combined method between the automatic tool for photosensitive epilepsy and manual evaluation with the Website Accessibility Conformance Evaluation Methodology 1.0. We applied this method in 10 video resources of the Latin American universities located in the first places according to Webometrics. This research may contribute to future studies related to the accessibility of multimedia resources. © 2019 IEEE.",Conference paper,Final,Scopus
Halbach T.; Haugstvedt V.,6601922566; 57224533483,Clothes4all: A Novel Resource for Studying and Improving Web Accessibility,2021,Studies in Health Technology and Informatics,282,,,201,209,8,0,10.3233/SHTI210397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107895830&doi=10.3233%2fSHTI210397&partnerID=40&md5=83889f0f318b292bacd82580ef998cb1,"We present a novel and versatile online resource named Clothes4all which is a website, web application, and tool likewise, and which can be used to study various aspects of web accessibility. The article elaborates on the tool's development, its features and possibilities, as well as use and potential methodology. Clothes4all mimics a web shop for clothes and consists as such of a set of coherent web pages that can be freely used, studied, and extended as desired, in particular aiming at user trials. The site's main feature is that single or multiple accessibility barriers can be injected into or removed from its web pages in a controlled manner. The primary application area of Clothes4all is the testing and validation of accessibility checkers and validators themselves, and hereby the site is expected to eventually contribute to more accessible web pages. A secondary application area is education, as Clothes4all is a great resource to learn about web technologies, web accessibility, assistive technology, user diversity, impairments, and other aspects of online accessibility.  © 2021 The authors and IOS Press.",Conference paper,Final,Scopus
Campoverde-Molina M.; Lujan-Mora S.; Garcia L.V.,57211903375; 6603381780; 57216970149,Empirical Studies on Web Accessibility of Educational Websites: A Systematic Literature Review,2020,IEEE Access,8,,9092982,91676,91700,24,33,10.1109/ACCESS.2020.2994288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085546496&doi=10.1109%2fACCESS.2020.2994288&partnerID=40&md5=6f467e69967961100f9429256998ad59,"Web accessibility means that people with some type of disability can make use of the Web in the same conditions as the rest of the people. When we talk about web accessibility, we refer to a web design and development that allows these people to perceive, understand, navigate and interact with the Web. Web accessibility also benefits other people, including elderly people whose abilities have declined as a result of age. The Web is an essential resource in human activity: education, employment, government, commerce, health, entertainment and many others benefit of the power of the Web. The aim of this systematic literature review is to analyze the empirical methods of evaluating accessibility to educational websites, disabilities and their errors described in a total of 25 selected studies. The results show that in 20 of the 25 papers, web accessibility was evaluated with automatic tools, in 2 papers it was evaluated with real users and in the other 3 papers with automatic tools, real users and experts. There is also evidence that all the educational websites analyzed in the papers need to correct errors. In conclusion, educational websites do not meet any version of the Web Content Accessibility Guidelines (WCAG) and their conformance levels. According to the results, the empirical evaluation methods used for web accessibility could be improved by adopting automatic evaluation tools for website construction and manual mechanisms with web accessibility experts. The challenge for educational institutions is to carry out web accessibility projects to comply with WCAG and other web accessibility standards and current laws of educational inclusion. © 2013 IEEE.",Article,Final,Scopus
Song S.; Bu J.; Wang Y.; Yu Z.; Artmeier A.; Dai L.; Wang C.,57195138236; 55684269900; 57203466088; 56589267500; 36624863300; 57202914070; 56017252400,Reliability aware web accessibility experience metric,2018,"Proceedings of the 15th Web for All Conference : Internet of Accessible Things, W4A 2018",,,a24,,,,6,10.1145/3192714.3192836,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051822572&doi=10.1145%2f3192714.3192836&partnerID=40&md5=dd64af3daf248b4957b8828525c2ccbc,"Web accessibility metrics can measure the accessibility levels of websites. Although many metrics with different motivations have been proposed, current metrics are limited in their applicability when considering user experience. This study proposes Reliability Aware Web Accessibility Experience Metric (RA-WAEM), a novel Web accessibility metric which considers the user experience of people with disabilities and their reliability in objectively assessing the severity of accessibility barriers. We present an optimization algorithm based on Expectation Maximization to derive the parameters of RA-WAEM efficiently. Moreover, we conduct an extensive accessibility study on 46 websites with 323,098 Web pages and collect the user experience of 122 people. An evaluation on this dataset shows that RA-WAEM outperforms state of the art accessibility metrics in reflecting the user experience. © 2018 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Conference paper,Final,Scopus
Moreno L.; Martínez P.,7101696703; 7202906176,"Accessibility compliance for e-government websites: Laws, standards, and evaluation technology",2019,International Journal of Electronic Government Research,15,2,,1,18,17,4,10.4018/IJEGR.2019040101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115608049&doi=10.4018%2fIJEGR.2019040101&partnerID=40&md5=c0a3e576cf27b25c8c1d9068451e4edf,"Barriers to web accessibility exist that deny the rights of people with disabilities to access content on public sector websites even though equal access is mandatory on e-government websites in most countries. In order to achieve web accessibility, specific standards and technology are essential for ensuring compliance with accessibility laws. In order to support the implementation of accessibility standards facilitating compliance with laws and methodological approaches exist which can play an important role in making e-government websites more accessible. The purpose of this article is to present the regulatory framework regarding accessibility, a survey of the technology and a proposal of good practices concerning technology which evaluates accessibility as a support resource. Recently, standards have been updated which make compliance with accessibility standards mandatory in the upcoming years. Faced with this situation, this work provides support resources to this new regulatory framework such as approaches to accessibility monitoring and evaluation technology. Copyright © 2019, IGI Global.",Article,Final,Scopus
Antonelli H.L.; Igawa R.A.; Pontin R.; Fortes M.; Rizo E.H.; Watanabe W.M.,57170870600; 56512112700; 57204923518; 57204921088; 57203114443; 35180645400,Drop-down menuwidget identification using HTML structure changes classification,2018,ACM Transactions on Accessible Computing,11,2,3178854,,,,8,10.1145/3178854,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057884179&doi=10.1145%2f3178854&partnerID=40&md5=0aae65e3a2b8d3319a608a163d96cb6e,"Widgets have been deployed in rich internet applications for more than 10 years. However, many of the widgets currently available on the web do not implement current accessibility design solutions standardized in ARIA (Accessible Rich Internet Applications) specification, hence are not accessible to disabled users. This article sets out an approach for automatically identifying widgets on the basis of machine-learning algorithms and the classification of mutation records; it is an HTML5 technology that logs all changes that occur in the structure of a web application. Automatic widget identification is an essential component for the elaboration of automatic ARIA evaluation and adaptation strategies. Thus, the aim of this article is to take steps toward easing the software-engineering process of ARIA widgets. The proposed approach focuses on the identification of drop-down menu widgets. An experiment with real-world web applications was conducted and the results showed evidence that this approach is capable of identifying these widgets and can outperform previous state-of-the-art techniques based on an F-measure analysis conducted during the experiment. © 2018 ACM.",Article,Final,Scopus
Jonsson M.; Gustavsson C.; Gulliksen J.; Johansson S.,58539847500; 23986964200; 6603334763; 56927579500,How have public healthcare providers in Sweden conformed to the European Union’s Web Accessibility Directive regarding accessibility statements on their websites?,2023,Universal Access in the Information Society,,,,,,,0,10.1007/s10209-023-01063-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176447055&doi=10.1007%2fs10209-023-01063-1&partnerID=40&md5=d4c1fb6c1bb404875debc0f072799b30,"The Web Accessibility Directive (WAD) is part of the European Union’s work for digital inclusion. The WAD obligates that public sector bodies’ websites meet accessibility standards and provide an accessibility statement on the website informing about inaccessible content, and a feedback mechanism for reporting accessibility issues or requesting inaccessible content in an accessible format. The objective of this study was to evaluate how healthcare providers in Sweden have applied accessibility statements on their websites as regulated by law. A descriptive study using a mixed methods approach was conducted, by quantitative descriptive data analysis of the healthcare providers’ accessibility statements compliance to requirements and qualitative data analysis of the written information provided in the accessibility statement. All but one of the 37 evaluated healthcare providers published an accessibility statement. None of the healthcare providers fully met the requirements for accessibility statements, and no one complied with the intention of the law, i.e. to provide accessible health information and eHealth services. There was no or minor progress between the first and the latest published accessibility statement. The possibility to declare no or partial compliance with the law, or claim disproportionate burden, and the lack of enforcement procedures, risk producing symbolic actions e.g., publishing accessibility statements without intention to abide by the law. We suggest that the directives for accessibility statements should be advanced regarding comprehensiveness, understandability, and usefulness. It is suggested that the assessment protocol developed for this study may be used for future evaluations of accessibility statements. © 2023, The Author(s).",Article,Article in press,Scopus
Su L.; Martins J.; Au-Yong-Oliveira M.; Branco F.,57742386300; 35321317600; 57218856174; 7003808329,Are the Mobile Applications of Portuguese Higher Education Institutions Accessible?,2022,Communications in Computer and Information Science,1425 CCIS,,,104,121,17,0,10.1007/978-3-031-07018-1_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132035193&doi=10.1007%2f978-3-031-07018-1_9&partnerID=40&md5=213aa9aa16b6da1475dceb2e6267aefb,"The number of smartphone users has increased significantly, and the development of mobile applications has brought convenience to daily life. However, large numbers of users who have various barriers, such as visual or hearing impairments, and physical disorders, are not able to fully access and use the referred applications, which is unfair to them, especially when considering its use by students in a university campus where all users should be able to enjoy equal opportunities and experiences. The main goal of this study is to assess accessibility in mobile applications of the education sector. Thus, an evaluation model is also proposed to assess the accessibility of the applications from two perspectives, which are the inherent properties of the applications and the user experience of different disability categories. 46 official mobile applications were tested which related to 23 universities and institutes of Portugal, using automatic and manual testing methods. Several frequently occurring accessibility issues in the apps were identified and summarized, such as color contrast, touch target, missing focus. The results of the accessibility testing showed that the status of web accessibility of mobile applications in the higher education sector in Portugal is unsatisfactory. Most apps have multiple accessibility issues, and they are extremely unfriendly to the users with visual impairments. In addition, the study also proposed a series of accessibility recommendations for mobile application designers and developers, with the purpose of improving the accessibility of apps and providing an equitable user experience for all users. © 2022, Springer Nature Switzerland AG.",Conference paper,Final,Scopus
Kumar S.; Shree Dv J.; Biswas P.,57221150136; 57239872100; 14007579800,Comparing ten WCAG tools for accessibility evaluation of websites,2021,Technology and Disability,33,3,,163,185,22,5,10.3233/TAD-210329,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113988259&doi=10.3233%2fTAD-210329&partnerID=40&md5=0087a9e19456b9fd710bbfc9e69ede57,"Web accessibility is one of the most important aspects of building a website. It is important for web developers to ensure that their website is accessible according to WCAG standards for people with different range of abilities. There is plethora of tools for ensuring conformance to WCAG standards but not many studies compared performance of automatic WCAG tools. OBJECTIVE: This paper compares a set of ten WCAG tools and their results in terms of ease of comprehension and interpretation by web developers. We proposed a Common User Profile format to help personalize contents of website making it accessible to people with different range of abilities. METHODS: We selected ten WCAG tools from World Wide Web Consortium (W3C) to evaluate landing pages of two popular websites. For each webpage, we identified accessibility issues and recommended alternate suggestions to help developers improve accessibility. Further, we highlighted accessibility issues that cannot be captured only through conformance to WCAG tools; and proposed additional methods to evaluate accessibility through an Inclusive User Model. We then demonstrated how simulation of user interaction can capture usability and accessibility issues that are not detected through only syntactic analysis of websites' content. Finally, we proposed a Common User Profile format that can be used to compare and contrast accessibility systems and services, and to simulate and personalize interaction for users with different range of abilities. RESULTS AND CONCLUSIONS: After careful evaluation of two websites using the ten tools, we noted that, both websites lacked color contrast between background and foreground; lack of sign language alternatives; opening of pop-ups without proper warnings and so on. Further, results from comparative analysis of selected web accessibility tools noted that, there is no single tool that can be found ideal in all aspects. However, from our study, Utilitia Validator by Utilitia SP. z O.O was considered the most feasible tool. By rectifying and incorporating issues and alternate suggestions by simulation study and Common User Profile format respectively, developers can improve both websites making it accessible to maximum audience. © 2021 - IOS Press. All rights reserved.",Article,Final,Scopus
Zulicek L.; Tomic S.; Bosnic I.,57417302400; 56982563300; 25723019000,Adapting Modularized Web Applications to Web Accessibility Standards,2021,"2021 44th International Convention on Information, Communication and Electronic Technology, MIPRO 2021 - Proceedings",,,,470,475,5,1,10.23919/MIPRO52101.2021.9596750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123057293&doi=10.23919%2fMIPRO52101.2021.9596750&partnerID=40&md5=4c5c9e3b14bed793dd52eec682cd2e0a,"This paper presents a web application designed to evaluate the accessibility of a modular Content Management System called Quilt CMS, widely used as a solution for Croatian higher education institutions. Aimed primarily at web developers, this tool is focused not on evaluating subpages as whole documents, but on modules of a Quilt CMS instance used in their con, providing cleaner analysis and easier code refinement. The modules were evaluated using AATT - Automated Accessibility Testing Tool, composed of Axe, Chrome and HTML Code Sniffer accessibility evaluation libraries. The modules' code is accessible via the newly created, customizable REST API methods, providing a solution easily extendible to other web platforms. The web accessibility of modules is evaluated according to the following accessibility guidelines: Web Content Access Guidelines (WCAG 2.0 and 2.1), Web Accessibility Initiative - Affordable Rich Internet Applications (WAI-ARIA) and Section 508. The analysis was done on one of the websites using this CMS, but is applicable in other instances due to module code sharing. The results were used to improve the source code of selected Quilt CMS modules, providing a higher level of accessibility norms' implementation.  © 2021 Croatian Society MIPRO.",Conference paper,Final,Scopus
Angkananon K.; Wald M.; Ploadaksorn P.,55787013400; 23398970900; 57195061334,Development and testing of a thai website accessibility evaluation tool,2020,International Journal of Electrical and Computer Engineering,10,5,,4900,4909,9,5,10.11591/ijece.v10i5.pp4900-4909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083764453&doi=10.11591%2fijece.v10i5.pp4900-4909&partnerID=40&md5=426071524c293e34008e9e06083b86a4,"This paper deals with the important problem that there is no help with the accessibility evaluations of Thailand's web by developing and evaluating a new method and tool online, WebThai2Access, with experts, developers, and users with disabilities. This tool was evaluated by 30 developers, 30 hearing impaired people, 30 visually impaired people, and 30 elderly people. The developers evaluated the websites whereas experimental tasks were given to each disabled group based on the problems they had accessing web information. The developers found WebThai2Access very usable and the 15 test criteria were reliable for evaluating websites. The lower and upper 95% limits for confidence ratings of developers were minus or plus 10% for YouTube and Pantip websites and minus or plus 3% with the blind association website. The 95% lower and upper limits of confidence were minus or plus 5% for hearing impaired users, minus or plus 2% for elderly users and minus or plus 0% for visually impaired users. The results therefore showed WebThai2Access was reliable and accessible for developers whose evaluations reasonably well predicted website accessibility for users with disabilities. Copyright © 2020 Institute of Advanced Engineering and Science. All rights reserved.",Article,Final,Scopus
Acosta-Vargas P.; Salvador-Acosta B.; Salvador-Ullauri L.; Jadán-Guerrero J.,57192678428; 57215777285; 57192689183; 56267555100,Accessibility challenges of e-commerce websites,2022,PeerJ Computer Science,8,,e891,,,,8,10.7717/PEERJ-CS.891,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125879855&doi=10.7717%2fPEERJ-CS.891&partnerID=40&md5=f0445f2b087e9b0d176e338a4d510474,"Today, there are many e-commerce websites, but not all of them are accessible. Accessibility is a crucial element that can make a difference and determine the success or failure of a digital business. The study was applied to 50 e-commerce sites in the top rankings according to the classification proposed by ecommerceDB. In evaluating the web accessibility of e-commerce sites, we applied an automatic review method based on a modification of Website Accessibility Conformance Evaluation Methodology (WCAG-EM) 1.0. To evaluate accessibility, we used Web Accessibility Evaluation Tool (WAVE) with the extension for Google Chrome, which helps verify password-protected, locally stored, or highly dynamic pages. The study found that the correlation between the ranking of e-commerce websites and accessibility barriers is 0.329, indicating that the correlation is low positive according to Spearman’s Rho. According to the WAVE analysis, the research results reveal that the top 10 most accessible websites are Sainsbury’s Supermarkets, Walmart, Target Corporation, Macy’s, IKEA, H&M Hennes, Chewy, Kroger, QVC, and Nike. The most significant number of accessibility barriers relate to contrast errors that must be corrected for e-commerce websites to reach an acceptable level of accessibility. The most neglected accessibility principle is perceivable, representing 83.1%, followed by operable with 13.7%, in third place is robust with 1.7% and finally understandable with 1.5%. Future work suggests constructing a software tool that includes artificial intelligence algorithms that help the software identify accessibility barriers. © 2022 Acosta-Vargas et al.",Article,Final,Scopus
Kous K.; Polan?i? G.,36462346800; 8270789000,Empirical insights of individual website adjustments for people with dyslexia,2019,Sensors (Switzerland),19,10,2235,,,,6,10.3390/s19102235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066872286&doi=10.3390%2fs19102235&partnerID=40&md5=25124f64f31598ef62d9c3a61a60ca13,"The existing body of knowledge reveals that customisable websites may lead to an increase in accessibility and usability for people with disabilities. In this way, the main goal of this research was to investigate how people with dyslexia respond to a customised version of a website in terms of its effectiveness, efficiency, satisfaction and suitability when compared to the default version of the website. The customisation of the investigated website was enabled with the aid of integrated assistive technology that offers people with dyslexia the opportunity to adjust a website themselves in accordance with their individual needs, demands and preferences. They can do this by changing the parameters, such as font size, font type and contrast between the background and text. The answers to the research questions were obtained with complementary research methods and techniques, including formal usability testing, thinking aloud protocol, log analyses, questionnaires and interviews. The empirical results show that participants experienced more issues when interacting with the default website, and they enjoyed more benefits when using the customised website. Too much information on the screen, not enough graphic elements, issues with visual appearance and inappropriately presented information were identified as the most common issues when interacting with the default website. When using the customised website, all participants agreed on a better user experience and, as the majority of them reported, this was due to appropriate contrast and font size. Additionally, the majority of participants also expressed desire to use the individual website adjustments regularly in the future. The conclusions of this investigation are that the individual website adjustments used in this research can not only help to minimise issues, but also eliminate challenges that people with dyslexia have when interacting with a website. Therefore, the primary contributions of this research are the empirical insights of interaction with both the default and customised version of the website for people with dyslexia. Furthermore, this research also has three secondary contributions: (1) detailed presentation and application the general usability evaluation procedure to a specific target group (people with dyslexia); (2) recommendations to adapt the usability evaluation methods for people with dyslexia; and (3) the usage of quantitative measurement instruments for the evaluation of a website’s usability and suitability for people with dyslexia. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.",Article,Final,Scopus
