Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Abstract	Document Type	Publication Stage	Source
Protasova L.M.; Zapekin S.G.; Shnaider G.V.; Naumov Z.A.; Kamenskih E.M.; Titova M.A.	57483895700; 57216824452; 58642962300; 58643760000; 57213155017; 54789294100	VIRTUAL REALITY AS A PERSONIFICATION METHOD FOR TRAINING MEMORY AND ATTENTION (NON-SYSTEMATIC REVIEW); [??????????? ?????????? ??? ????? ?????????????? ??? ?????????? ?????? ? ???????? (????????????????? ?????)]	2022	Russian Neurological Journal	27	6		5	12	7	1	10.30629/2658-7947-2022-27-6-5-12	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173965955&doi=10.30629%2f2658-7947-2022-27-6-5-12&partnerID=40&md5=27449295d56fd38e1191f840014beb11	"One of the latest achievements in the field of medicine is the introduction into practice of technologies using computerized training and training in Virtual Reality (VR), which create new opportunities for prevention, as well as treatment for people suffering from various cognitive impairments. Purpose of the study. The aim is to investigate classical (conventional), computerized and VR training using neural interfaces focused on the prevention and rehabilitation of functional changes in higher nervous activity. Methods. In March 2022, a search was made for scientific full-text publications using the electronic databases of the RSCI, PubMed and Google Scholar. The following keywords and their combinations were used for the query: “dementia”, “aging” and “virtual reality”. Articles of interest for this review had to be peer-reviewed, published no later than 2015, and written in English or Russian. Results. The key methods of non-drug interventions in people suffering from various cognitive impairments, the advantages and disadvantages of the techniques used were considered. It also shows the main advantages of VR technology as a simple, safe and effective tool. VR has great potential for personalized cognitive trainings. © 2021 Chinese Journal of Experimental Traditional Medical Formulae. All rights reserved."	Review	Final	Scopus
Saredakis D.; Keage H.A.D.; Corlis M.; Loetscher T.	57208775758; 55409865000; 37012011300; 14422378000	Using virtual reality to improve apathy in residential aged care: Mixed methods study	2020	Journal of Medical Internet Research	22	6	e17632				34	10.2196/17632	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087320479&doi=10.2196%2f17632&partnerID=40&md5=87102983f5f3beb42953aaed4d8333c5	"Background: Apathy is a common symptom in neurological disorders, including dementia, and is associated with a faster rate of cognitive decline, reduced quality of life, and high caregiver burden. There is a lack of effective pharmacological treatments for apathy, and nonpharmacological interventions are a preferred first-line approach to treatment. Virtual reality (VR) using head-mounted displays (HMDs) is being successfully used in exposure- and distraction-based therapies; however, there is limited research on using HMDs for symptoms of neurological disorders. Objective: This feasibility study aimed to assess whether VR using HMDs could be used to deliver tailored reminiscence therapy and examine the willingness to participate, response rates to measures, time taken to create tailored content, and technical problems. In addition, this study aimed to explore the immediate effects between verbal fluency and apathy after exposure to VR. Methods: A mixed methods study was conducted in a sample of older adults residing in aged care, and 17 participants were recruited. Apathy was measured using the Apathy Evaluation Scale (AES), and verbal fluency was used as a proxy measure of improvements in apathy and debriefing interviews to assess feedback from participants. Side effects that can occur from using HMDs were also measured. Results: We recruited participants from a high socioeconomic status setting with a high education level, and the participation rate was 85% (17/20); most responses to measures were positive. Access to a wide range of freely available content and the absence of technical difficulties made the delivery of a VR reminiscence intervention highly feasible. Participants had improved semantic scores (t14=?3.27; P=.006) but not phonemic fluency scores (t14=0.55; P=.59) immediately after the intervention. Those with higher levels of apathy demonstrated the greatest cognitive improvements after a VR reminiscence experience, which was indicated by a strong positive relationship between the AES and semantic verbal fluency change scores postminus pre-VR (r=0.719; 95% CI 0.327 to 0.900; P=.003). All participants enjoyed the experience despite 35% (6/17) of participants experiencing temporary side effects. Conclusions: This study provides initial evidence that it is feasible to use VR with HMDs for therapy to treat symptoms of apathy in older adults in residential aged care. However, there is a need to closely monitor the side effects of HMD use in older adults. Further research is needed using an active control group to compare the use of VR with traditional forms of reminiscence therapy. © Dimitrios Saredakis, Hannah AD Keage, Megan Corlis, Tobias Loetscher. Originally published in the Journal of Medical Internet Research (http://www.jmir.org), 26.06.2020. This is an open-access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in the Journal of Medical Internet Research, is properly cited. The complete bibliographic information, a link to the original publication on http://www.jmir.org/, as well as this copyright and license information must be included."	Article	Final	Scopus
Ferreira-Brito F.; Fialho M.; Virgolino A.; Neves I.; Miranda A.C.; Sousa-Santos N.; Caneiras C.; Carriço L.; Verdelho A.; Santos O.	57211025993; 57211014218; 57200607800; 57209055593; 57211021879; 57202154870; 16174452400; 57024836200; 6602902026; 7005377267	"Game-based interventions for neuropsychological assessment, training and rehabilitation: Which game-elements to use? A systematic review"	2019	Journal of Biomedical Informatics	98		103287				29	10.1016/j.jbi.2019.103287	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072300851&doi=10.1016%2fj.jbi.2019.103287&partnerID=40&md5=b8bbeb80e1185b77a12091a06367cd62	"Game-based interventions (GBI) have been used to promote health-related outcomes, including cognitive functions. Criteria for game-elements (GE) selection are insufficiently characterized in terms of their adequacy to patients’ clinical conditions or targeted cognitive outcomes. This study aimed to identify GE applied in GBI for cognitive assessment, training or rehabilitation. A systematic review of literature was conducted. Papers involving video games were included if: (1) presenting empirical and original data; (2) using video games for cognitive intervention; and (3) considering attention, working memory or inhibitory control as outcomes of interest. Ninety-one papers were included. A significant difference between the number of GE reported in the assessed papers and those composing video games was found (p < .001). The two most frequently used GE were: score system (79.2% of the interventions using video games; for assessment, 43.8%; for training, 93.5%; and for rehabilitation, 83.3%) and narrative context (79.2% of interventions; for assessment, 93.8%; for training, 73.9% and for rehabilitation, 66.7%). Usability assessment was significantly associated with six of the seven GE analyzed (p-values between p ? 0.001 and p. = 027). The use of GE that act as extrinsic motivation promotors (e.g., numeric feedback system) may jeopardize patients’ long-term adherence to interventions, mainly if associated with progressive difficulty-increase of gaming experience. Lack of precise description of GE and absence of a theoretical framework supporting GE selection are important limitations of the available clinical literature. © 2019 Elsevier Inc."	Review	Final	Scopus
Tarnanas I.; Tsolakis A.; Tsolaki M.	6508357922; 58594611800; 7004174854	Cognitive exercising for patients with MCI using serious games: Design of a pilot study	2018	"Virtual and Augmented Reality: Concepts, Methodologies, Tools, and Applications"	3			1313	1342	29	1	10.4018/978-1-5225-5469-1.ch063	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046616958&doi=10.4018%2f978-1-5225-5469-1.ch063&partnerID=40&md5=d8caf8d2fd0611bd4067c08d3e5380d2	"In this chapter we demonstrate how older adults can benefit from novel technologies. One hundred and fourteen patients with MCI according to the revised Petersen criteria (Petersen, 2006), aged between 65 and 88 years, were recruited to participate in a Serious Game training (SG) and an Active Control group (AC). They benefited from neuropsychological testing and electroencephalography before and after the intervention. Our results showed that the SG group improved performance in specific cognitive functions such as working memory, dual task performance and visual conjunction search. The performance improvement was also supported only at the SG group by increased amplitude of the Event Related Potentials extracted from the electroencephalography measures. The results from our study suggest that older adults do not need to be technologically savvy to benefit from virtual reality training. © 2018, IGI Global."	Book chapter	Final	Scopus
Grabowski P.J.; Mason A.H.	57198281533; 7203073987	Age differences in the control of a precision reach to grasp task within a desktop virtual environment	2014	International Journal of Human Computer Studies	72	4		383	392	9	11	10.1016/j.ijhcs.2013.12.009	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892723909&doi=10.1016%2fj.ijhcs.2013.12.009&partnerID=40&md5=5cd94fae6fc2810e6ae71dd62245bb76	"The purpose of this experiment is to investigate the fine motor performance of young and older adults on a reach to grasp task in a desktop virtual environment with increasing precision requirements. Aging brings about potential loss of an individual's function due to disease, injury, or the degenerative nature of aging itself. Three-dimensional virtual environments have been identified as systems with good potential to ameliorate such problems in older individuals, and precise fine motor skills represent an important class of functional skills. Two groups of participants (Young, n=10, mean age 21.3 years, range 20-24, senior, n=10, mean age 70.7 years, range 60-85) performed a reach to grasp in a desktop virtual environment with simple, low contrast graphics. Results indicate that visual feedback of the hand for sensory guidance of movement did not improve motor performance for either group, and that as precision requirements of the task increased, age group differences in movement time and peak grasp aperture also increased. These findings extend the literature on age group differences in human motor control across the lifespan and differ from previous studies which showed presence of visual feedback of the hand improved motor performance in young adults. Differences in luminance contrast levels in past studies and the current one suggest that control over this feature of the visual scene is an important design consideration for all end-users and warrants additional investigation. Additional recommendations for age-specific design of three dimensional user interfaces include usage of tangibles that are sufficient in size to limit detrimental effects for older adults. © 2014 Elsevier Ltd."	Article	Final	Scopus
Baker S.; Waycott J.; Vetere F.; Hoang T.	56255744000; 6603125468; 10039716000; 14819594500	The Technology Explorers: Partnering with Older Adults to Engage with Virtual Reality and Virtual Avatars	2019	Ageing and Digital Technology: Designing and Evaluating Emerging Technologies for Older Adults				231	246	15	7	10.1007/978-981-13-3693-5_14	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070595191&doi=10.1007%2f978-981-13-3693-5_14&partnerID=40&md5=159c4782f5f7eba0182ff01bcf48c578	"Participatory research methods are increasingly being adopted when designing and evaluating emerging technologies for older adults. This chapter details our approach to applying participatory methods to our work with a group of older adults during series of workshops. The workshops involved working with 25 adults from both regional and metropolitan areas, who were over the age of 70. We referred to these participants as the Technology Explorers. The Technology Explorers partnered with us to explore how Virtual Reality (VR) technology could be harnessed to provide older adults with opportunities to participate in meaningful social activities. This chapter focuses on the initial engagement phase of the project that involved introducing the Technology Explorers to a range of VR systems and interaction techniques, co-designing 3D Avatars, and interacting with each other in two social VR technology probes. We describe the participatory methods that helped us to build a strong collaborative partnership with the Technology Explorers, before detailing the techniques used to engage with group members who had vastly different levels on technical knowledge. As none of the Technology Explorers had any experience with VR or virtual avatars, in a final section, we describe three techniques we employed to develop this capacity in the group, with a particular focus on the deployment of two technology probes that marked the end of the workshop series. © Springer Nature Singapore Pte Ltd. 2019."	Book chapter	Final	Scopus
Bauer A.C.M.; Andringa G.	57212022157; 57194467783	The Potential of Immersive Virtual Reality for Cognitive Training in Elderly	2020	Gerontology	66	6		614	623	9	54	10.1159/000509830	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091300545&doi=10.1159%2f000509830&partnerID=40&md5=8023e4a177849c6048a232e89c961d21	"The number of elderly is growing rapidly, including those that struggle with cognitive decline and, consequently, activities of daily living. Developing interventions that slow down cognitive decline would greatly benefit the autonomy of these elderly, as well as their caretakers. Virtual reality (VR) is an immersive and interactive human-computer interface with real-time simulation that is suggested to be a promising tool to improve cognitive functioning. This literature review discusses the features of immersive VR, including its opportunities and limitations, that are of special relevance for improving cognition in elderly. First, the high flexibility of VR allows for personalized and safe training of potentially harmful situations and isolated aspects of tasks. Second, VR's dynamic and real-time feedback on performance provides a labor-extensive tool for caretakers in elderly care. Third, the acquisition of high resolution data enables the exposure of subtle changes over time, relevant for detecting the nature and extent of cognitive changes in elderly, including those with dementia. Fourth, immersive VR has been related to cybersickness. Finally, VR is immersive and enables the perception and expression of emotions, motor behaviors, and multiple senses. Aged subjects are found to have sparing of emotional learning and show increased reliance on multisensory integration for learning. Moreover, they experience high levels of flow, motivation, and presence in VR setups. Despite the clear potential of immersive VR, the studies available are small scale and have not been replicated. The digital illiteracy of elderly and healthcare personnel form an additional barrier for implementation. Hence, while replication of outcomes and standardization of VR interventions is required before it can be used in standard care, VR may provide a particularly effective tool for training cognition in elderly. © 2020 S. Karger AG. All rights reserved."	Review	Final	Scopus
Afifi T.; Collins N.; Rand K.; Otmar C.; Mazur A.; Dunbar N.E.; Fujiwara K.; Harrison K.; Logsdon R.	6602924988; 7103250350; 57528752800; 57202190425; 57207763742; 7004728954; 56103607900; 57192272279; 7003630266	Using Virtual Reality to Improve the Quality of Life of Older Adults with Cognitive Impairments and their Family Members who Live at a Distance	2023	Health Communication	38	9		1904	1915	11	8	10.1080/10410236.2022.2040170	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126068491&doi=10.1080%2f10410236.2022.2040170&partnerID=40&md5=2de52a3780b43f009c23f020ab761c90	"This study examines whether using virtual reality (VR) with older adults with mild cognitive impairment (MCI) or mild to moderate dementia with a family member who lives at a distance can improve the quality of life of the older adult and the family member. Twenty-one older adults in a senior living community and a family member (who participated in the VR with the older adult from a distance) engaged in a baseline telephone call, followed by three weekly VR sessions. The VR was associated with improvements in older adults? affect and stress, relationship with their family member, and overall quality of life, compared to baseline. Family members? negative affect, depressive symptoms, and caregiver burden also decreased and their mental health improved after using the VR, compared to baseline. Using the VR, however, did not change their relationship with the older adult. In addition, older adults and family members who experienced the VR sessions as more socially engaging reported better psychological and relational well-being, with older adults also experiencing greater improvements in overall quality of life. Finally, preliminary results suggest that older adults with dementia and their family members might benefit even more from using the VR than older adults with MCI and their family members. © 2022 Taylor & Francis Group, LLC."	Article	Final	Scopus
Muñoz J.; Mehrabi S.; Li Y.; Basharat A.; Middleton L.E.; Cao S.; Barnett-Cowan M.; Boger J.	56645651500; 57218310811; 57218311860; 57204187064; 16203486700; 54580778600; 25951708500; 8255950700	Immersive Virtual Reality Exergames for Persons Living With Dementia: User-Centered Design Study as a Multistakeholder Team During the COVID-19 Pandemic	2022	JMIR Serious Games	10	1	e29987				24	10.2196/29987	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123556660&doi=10.2196%2f29987&partnerID=40&md5=0f69a77a17b0de8d02f53ea821a03636	"Background: Advancements in supporting personalized health care and well-being using virtual reality (VR) have created opportunities to use immersive games to support a healthy lifestyle for persons living with dementia and mild cognitive impairment (MCI). Collaboratively designing exercise video games (exergames) as a multistakeholder team is fundamental to creating games that are attractive, effective, and accessible. Objective: This research extensively explores the use of human-centered design methods that involve persons living with dementia in long-term care facilitates, exercise professionals, content developers, game designers, and researchers in the creation of VR exergames targeting physical activity promotion for persons living with dementia/MCI. Methods: Conceptualization, collaborative design, and playtesting activities were carried out to design VR exergames to engage persons living with dementia in exercises to promote upper limb flexibility, strength, and aerobic endurance. We involved a total of 7 persons living with dementia/MCI, 5 exercise professionals, 5 community-dwelling older adults, a VR company for content creation, and a multidisciplinary research team with game designers, engineers, and kinesiology experts. Results: An immersive VR exergame called Seas the Day was jointly designed and developed and it is freely available to be played in state-of-the-art VR headsets (Oculus Quest 1, 2). A model for the triadic interaction (health care institution, industry partner, academia) is also presented to illustrate how different stakeholders contribute to the design of VR exergames that consider/complement complex needs, preferences, and motivators of an underrepresented group of end users. Conclusions: This study provides evidence that a collaborative multistakeholder design results in more tailored and context-aware VR games for persons living with dementia. The insights and lessons learned from this research can be used by others to co-design games, including remote engagement techniques that were used during the COVID-19 pandemic. © John Muñoz, Samira Mehrabi, Yirou Li, Aysha Basharat, Laura E Middleton, Shi Cao, Michael Barnett-Cowan, Jennifer Boger."	Article	Final	Scopus
Qiu S.; An P.; Kang K.; Hu J.; Han T.; Rauterberg M.	57188752278; 57317375200; 57200857392; 56442891500; 55425962400; 6701479494	Investigating socially assistive systems from system design and evaluation: a systematic review	2023	Universal Access in the Information Society							6	10.1007/s10209-021-00852-w	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160375293&doi=10.1007%2fs10209-021-00852-w&partnerID=40&md5=8ca53667ceb339d548d8cef439c238b1	"Purpose The development of assistive technologies that support people in social interactions has attracted increased attention in HCI. This paper presents a systematic review of studies of Socially Assistive Systems targeted at older adults and people with disabilities. The purpose is threefold: (1) Characterizing related assistive systems with a special focus on the system design, primarily including HCI technologies used and user-involvement approach taken; (2) Examining their ways of system evaluation; (3) Reflecting on insights for future design research. Methods A systematic literature search was conducted using the keywords “social interactions” and “assistive technologies” within the following databases: Scopus, Web of Science, ACM, Science Direct, PubMed, and IEEE Xplore. Results Sixty-five papers met the inclusion criteria and were further analyzed. Our results showed that there were 11 types of HCI technologies that supported social interactions for target users. The most common was cognitive and meaning understanding technologies, often applied with wearable devices for compensating users’ sensory loss; 33.85% of studies involved end-users and stakeholders in the design phase; Four types of evaluation methods were identified. The majority of studies adopted laboratory experiments to measure user-system interaction and system validation. Proxy users were used in system evaluation, especially in initial experiments; 42.46% of evaluations were conducted in field settings, primarily including the participants’ own homes and institutions. Conclusion We contribute an overview of Socially Assistive Systems that support social interactions for older adults and people with disabilities, as well as illustrate emerging technologies and research opportunities for future work. © 2021, The Author(s)."	Review	Final	Scopus
