id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
1026,,,,Performance Prediction Using Support Vector Machine Kernel Functions and Course Feedback Survey Data,,,"Shaga V., Gebregziabher H., Chintal P.",57212864124;57226553625;57226570003;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140751376&doi=10.1007%2f978-981-19-3575-6_58&partnerID=40&md5=f0f1b8ab43cd9ab61c8d16549f48a702,0,,,,,,,,593,601,,,,,
1027,,,,An Integrated Methodology of TsF-KNN-Based Automated Data Classification and Security for Mobile Cloud Computing,,,"Rajendra Prasad P., Rupa V., Helini K.",57944438800;57944438900;57222720284;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-1976-3_41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140751372&doi=10.1007%2f978-981-19-1976-3_41&partnerID=40&md5=a0fc5db88c7f063928601c9c068c73c4,0,,,,,,,,329,338,,,,,
1028,,,,Pipeline for Pre-processing of Audio Data,,,"Katti A., Sumana M.",57943497500;57200985748;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140750999&doi=10.1007%2f978-981-19-3575-6_21&partnerID=40&md5=4917da1dadc348e05ae244785b0611df,0,,,,,,,,191,198,,,,,
1029,,,,Surakhsha Kavach: ML-Based Cross-platform Application for COVID-19 Vulnerability Detection,,,"Wadhwa J.K., Patil S., Raicha R., Patil Y., Jain S.",57944949900;57944460300;57944213300;57523788000;57704559400;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140749315&doi=10.1007%2f978-981-19-3571-8_20&partnerID=40&md5=36e72a727143736a65679acbf5c5c24c,0,,,,,,,,187,197,,,,,
1030,,,,"6th International Conference on Information and Communication Technology for Intelligent Systems, ICTIS 2021",,,[No author name available],[No author id available],,,2023,,,,"Smart Innovation, Systems and Technologies",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140747759&partnerID=40&md5=9e0de611d4a7c8fafeb6ee4747d57494,0,,,,,,,,,,,,,,
1031,,,,Malware Family Categorization Using Genetic Algorithm-CNN-Based Image Classification Technique,,,"Taneja P.S., Gopal S., Yadav P., Gupta R.",57943316000;57719531100;57216113109;57695785300;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140747309&doi=10.1007%2f978-981-19-3571-8_21&partnerID=40&md5=56d3c6b0965a571bb66963c52daf7910,0,,,,,,,,199,209,,,,,
1032,,,,Telecommunications Customer Experience Prediction Using Hybrid Machine Learning Model,,,"Ghosh R.K., Chakrabarty A.",57209611783;35108854200;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_72,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140746311&doi=10.1007%2f978-981-19-3571-8_72&partnerID=40&md5=7280e350008dfd0783123b8c75be2c04,0,,,,,,,,785,795,,,,,
1033,,,,"5th International Conference on Intelligent Computing and Communication, ICICC 2021",,,[No author name available],[No author id available],,,2023,,,,Lecture Notes in Networks and Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140744293&partnerID=40&md5=336de1adee7b7925e85fd9f8bfe54c78,0,,,,,,,,,,,,,,
1034,,,,Gear Meshing Visualization for Effective Education Using MechAnalyzer Software,,,"Saha N., Chittawadigi R.G., Saha S.K.",57391446900;56031351300;57944704900;,,,2023,,,,Lecture Notes in Mechanical Engineering,,10.1007/978-981-19-3716-3_51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140742931&doi=10.1007%2f978-981-19-3716-3_51&partnerID=40&md5=87c42a0907ac18639fc48ab68d5e7c62,0,,,,,,,,637,641,,,,,
1035,,,,Face Mask Detection Based Entry Control Using XAI and IoT,,,"Shringare Y., Sarnayak A., Deshmukh R.",57943974400;57944463400;57190490638;,,,2023,,,,Intelligent Systems Reference Library,,10.1007/978-3-031-12807-3_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140742808&doi=10.1007%2f978-3-031-12807-3_10&partnerID=40&md5=821acbb691ef40c75d1043afb8f0e162,0,,,,,,,,211,224,,,,,
1036,,,,Car Type and License Plate Detection Based on YOLOv4 with Darknet Framework (CTLPD),,,"Parikh H., Ramya R.S., Venugopal K.R.",57943741400;57904293400;7005430241;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140742141&doi=10.1007%2f978-981-19-3575-6_59&partnerID=40&md5=aa1fa1c0a20e01f42d9fa05ffd2cfd43,0,,,,,,,,603,612,,,,,
1037,,,,Analysis of Various Toxic Gas Levels Using 5G ML-IoT for Air Quality Monitoring and Forecasting,,,"Gupta S., Naidu P.C.B., Kuppan V., Alagumeenaakshi M., Niruban R., Swaminathan J.N.",57211313623;55617052100;57220810765;56418526200;57944937400;55557892300;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_75,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140741588&doi=10.1007%2f978-981-19-3575-6_75&partnerID=40&md5=e652b2b90c7fd0b6ec8e15c53780c8ec,0,,,,,,,,789,802,,,,,
1038,,,,Air Quality Prediction Using Supervised Machine Learning Techniques,,,"Shrivastava A.L., Dwivedi R.K.",57687028200;57202050276;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140738328&doi=10.1007%2f978-981-19-3571-8_30&partnerID=40&md5=72f622f536d72925e69c35cefba62105,0,,,,,,,,305,312,,,,,
1039,,,,Detecting Deceptive News in Social Media Using Supervised Machine Learning Techniques,,,"Malviya A., Dwivedi R.K.",57226408136;57202050276;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140738248&doi=10.1007%2f978-981-19-3575-6_26&partnerID=40&md5=5a658221d50c7c81c59c9cebb65c19e0,0,,,,,,,,239,250,,,,,
1040,,,,Black Box Models for eXplainable Artificial Intelligence,,,"Chennam K.K., Mudrakola S., Maheswari V.U., Aluvalu R., Rao K.G.",57190344647;57944962200;57439095000;56440058500;57944962300;,,,2023,,,,Intelligent Systems Reference Library,,10.1007/978-3-031-12807-3_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140737363&doi=10.1007%2f978-3-031-12807-3_1&partnerID=40&md5=cc9f9e7dfa8161425f31ec20cea78528,0,,,,,,,,1,24,,,,,
1041,,,,Inverse Imaging: Reconstructing High-Resolution Images from Degraded Images,,,"Mishra S., Chide M., Manmode A., Pandita R., Bhonsle M.",57944219600;57944219700;57944465200;57945208000;57193878780;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_67,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140736626&doi=10.1007%2f978-981-19-3571-8_67&partnerID=40&md5=94492ce06b82d0a27d7ef691ce744863,0,,,,,,,,735,741,,,,,
1042,,,,A Survey of Computational Intelligence Techniques Used for Cyber-Attack Detection,,,"Rajan S.D., Karthika R.A.",57826722400;57073683700;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140735971&doi=10.1007%2f978-981-19-3571-8_49&partnerID=40&md5=58b402c9a46dc4c79b9e5aee46526974,0,,,,,,,,515,527,,,,,
1043,,,,"Survey on Driver Fatigue Detection Using Sensors, Big Data Analytics and Machine Learning Techniques",,,"Deshmukh G., Khuspe A., Kadam R., Kamble A., Phalke A.",57509058700;57944690900;57945184900;57944691000;57943956800;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140734905&doi=10.1007%2f978-981-19-3571-8_10&partnerID=40&md5=513dbbb9e069924ae4be82650dee3f9b,0,,,,,,,,81,90,,,,,
1044,,,,Analysis of EEG Signals Using Machine Learning for Prediction and Detection of Stress,,,"Kotkar T., Nagpure K., Phadke P., Patil S., Rajani P.K.",57944223500;57943736900;57943979000;57943497800;57193553259;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140734894&doi=10.1007%2f978-981-19-3575-6_48&partnerID=40&md5=152ad388b28972395848947743affab5,0,,,,,,,,485,494,,,,,
1045,,,,Sequence-to-Sequence Video Captioning System,,,"Jain P.S., Langalia P., Shah Z.H.",57944123300;57944616600;56825351700;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140732886&doi=10.1007%2f978-981-19-3571-8_3&partnerID=40&md5=8b8a64fd99aed081caa93803ebab0cd7,0,,,,,,,,15,23,,,,,
1046,,,,Explainable AI for Sentiment Analysis,,,"Pavitha N., Ratnaparkhi P., Uzair A., More A., Raj S., Yadav P.",57555956800;57944471600;57944961300;57944716200;57943740000;57944961400;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140732869&doi=10.1007%2f978-981-19-3571-8_41&partnerID=40&md5=bc7241055eedbf38a400b15ed8231c8f,0,,,,,,,,429,439,,,,,
1047,,,,Decision Support Tools: Machine Learning Application in Smart Planner,,,"Baharom M.A.A., Rahman M.S.A., Sabudin A.R., Nor M.F.M.",57945202400;57945202500;57943730300;54992471000;,,,2023,,,,Lecture Notes in Mechanical Engineering,,10.1007/978-981-19-1939-8_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140731150&doi=10.1007%2f978-981-19-1939-8_58&partnerID=40&md5=650b4e28177f8514c68ce15153573c51,0,,,,,,,,753,760,,,,,
1048,,,,Perspectives on Adsorption. What else? A personal view,,,Rodrigues A.E.,35600464700;,,,2023,,,,Fluid Phase Equilibria,,10.1016/j.fluid.2022.113614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140730772&doi=10.1016%2fj.fluid.2022.113614&partnerID=40&md5=a5435ddea610a52556e0980683daf8cd,113614,,,,,,,,,,,,,,
1049,,,,Machine learning for yield prediction for chemical reactions using in situ sensors,,,"Davies J.C., Pattison D., Hirst J.D.",57879216700;57878903500;7102628530;,,,2023,,,,Journal of Molecular Graphics and Modelling,,10.1016/j.jmgm.2022.108356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140729294&doi=10.1016%2fj.jmgm.2022.108356&partnerID=40&md5=bc5d8d344e4fc26dea3e269c1cb22164,108356,,,,,,,,,,,,,,
1050,,,,Application of Machine Learning in Mineral Mapping Using Remote Sensing,,,"Nair P., Srivastava D.K., Bhatnagar R.",56367974900;57226479316;37261111500;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140728811&doi=10.1007%2f978-981-19-3575-6_4&partnerID=40&md5=8fecb99afe811c2fd668c4b8da70d821,0,,,,,,,,27,35,,,,,
1051,,,,Image Enhancement by Various Segmentation Techniques Using Machine Learning,,,"Chanchlani A., Thakare V.M., Wadhai V.M.",57310686000;8264851500;46661949700;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140728723&doi=10.1007%2f978-981-19-3571-8_2&partnerID=40&md5=8769c822ad601dd706a334b4a82a5f28,0,,,,,,,,7,14,,,,,
1052,,,,Study of Fake News Detection Techniques Using Machine Learning,,,"Barik D., Guha S.K., Phani S.",36447345500;55439708100;25927981800;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140727832&doi=10.1007%2f978-981-19-3575-6_63&partnerID=40&md5=a216aea4282abad5875f94092fc4a8f2,0,,,,,,,,653,666,,,,,
1053,,,,"2nd Conference on Flexible Electronics for Electric Vehicles, FlexEV 2021",,,[No author name available],[No author id available],,,2023,,,,Lecture Notes in Electrical Engineering,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140726414&partnerID=40&md5=dd23d537b6470a47735d07ace3ff373d,0,,,,,,,,,,,,,,
1054,,,,Multi-objective optimization of the Atkinson cycle gasoline engine using NSGA ? coupled with support vector machine and back-propagation algorithm,,,"Li Y., Zhou S., Liu J., Tong J., Dang J., Yang F., Ouyang M.",56097653800;57944709700;37041734900;57212407434;57226646002;11640069800;7007149577;,,,2023,,,,Energy,,10.1016/j.energy.2022.125262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140724014&doi=10.1016%2fj.energy.2022.125262&partnerID=40&md5=2c9382c226193953183f1354d35ed3b6,125262,,,,,,,,,,,,,,
1055,,,,Soft Computing-Based Approach for Face Recognition on Plastic Surgery and Skin Colour-Based Scenarios Using CNN,,,"Sinha D., Pandey J.P., Chauhan B.",57682499200;57202516211;57832124900;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140722623&doi=10.1007%2f978-981-19-3575-6_37&partnerID=40&md5=7ba9ae3cb98e9c0d45312b478f08f2d4,0,,,,,,,,363,374,,,,,
1056,,,,Wine Quality Prediction Based on Machine Learning Techniques,,,"Gupta Y., Saraswat A.",56040653600;54919744800;,,,2023,,,,Lecture Notes in Electrical Engineering,,10.1007/978-981-19-0588-9_61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140722450&doi=10.1007%2f978-981-19-0588-9_61&partnerID=40&md5=c598acc7221b9791f4fb6ee29ef64820,0,,,,,,,,623,627,,,,,
1057,,,,Are categorical EPU indices predictable for carbon futures volatility? Evidence from the machine learning method,,,"Guo X., Huang D., Li X., Liang C.",57363591000;36639972700;57202991164;57212993884;,,,2023,,,,International Review of Economics and Finance,,10.1016/j.iref.2022.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140721795&doi=10.1016%2fj.iref.2022.10.011&partnerID=40&md5=f7775db46c9a4765e667b40cac3f6ee0,0,,,,,,,,672,693,,,,,
1058,,,,Multi-layer segmentation of retina OCT images via advanced U-net architecture,,,"Man N., Guo S., Yiu K.F.C., Leung C.K.S.",57944678800;57944186600;57706577500;57944431900;,,,2023,,,,Neurocomputing,,10.1016/j.neucom.2022.10.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140720771&doi=10.1016%2fj.neucom.2022.10.001&partnerID=40&md5=57a227e39385131d61b218fcb095f474,0,,,,,,,,185,200,,,,,
1059,,,,Smart Student Attendance System Based on Facial Recognition and Machine Learning,,,"Krishna N.S., Pesaru S., Akhil Reddy M.",57944472100;57944716300;57944472200;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140719602&doi=10.1007%2f978-981-19-3575-6_53&partnerID=40&md5=100bf1e31226e1452024f8c9612295ce,0,,,,,,,,535,546,,,,,
1060,,,,Implementation of Threats Detection Modeling with Deep Learning in IoT Botnet Attack Environment,,,"Sangher K.S., Singh A., Pandey H.M., Kalyani L.",57189097128;56820324000;36700129200;57191993769;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140717711&doi=10.1007%2f978-981-19-3575-6_57&partnerID=40&md5=16650bfcbbb347840c256c3d4aea808d,0,,,,,,,,585,592,,,,,
1061,,,,Agricultural App Development Using Machine Learning and Deep Learning: A Review,,,"Chavan J., Dubey N., Kotecha G., Shah P., Kosamkar P.",57773621400;57943721000;57945193200;57944205300;55356706800;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140716478&doi=10.1007%2f978-981-19-3571-8_44&partnerID=40&md5=9954a825247de658f6cf856eec0c3791,0,,,,,,,,463,474,,,,,
1062,,,,A Survey on Diagnosis of Hypoglycemia and Hyperglycemia Using Backpropagation Algorithm in Deep Learning,,,"Rajeshram V., Karthika M., Meena C., Srimugi V., Kaushik Karthikeyan K.",57776075100;37114353200;57943725600;57943967200;57944456800;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140714270&doi=10.1007%2f978-981-19-3571-8_36&partnerID=40&md5=c7911436025c64b7c687a9f22e33383e,0,,,,,,,,367,378,,,,,
1063,,,,A Rule-Based Sentiment Analysis of WhatsApp Reviews in Telugu Language,,,"Passi K., Kalakala S.",14831680200;57945175800;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3575-6_19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140709472&doi=10.1007%2f978-981-19-3575-6_19&partnerID=40&md5=8bfef18b71abbecd5762feb9e92ce083,0,,,,,,,,167,180,,,,,
1064,,,,An Empirical Research on the Impact of Digital Marketing and Data Science on Indian Education System,,,"Sushitha S., Shetty C.",57193572372;57945194100;,,,2023,,,,"Smart Innovation, Systems and Technologies",,10.1007/978-981-19-3571-8_61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140709455&doi=10.1007%2f978-981-19-3571-8_61&partnerID=40&md5=67f95f4a7d25b88cb9babc2d970a65cb,0,,,,,,,,665,676,,,,,
1065,,,,Methods and Metrics for Explaining Artificial Intelligence Models: A Review,,,"Banerjee P., Barnwal R.P.",57215335437;55446845700;,,,2023,,,,Intelligent Systems Reference Library,,10.1007/978-3-031-12807-3_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140708225&doi=10.1007%2f978-3-031-12807-3_4&partnerID=40&md5=e504db9c9997fb30d3da8cec60cdfda6,0,,,,,,,,61,88,,,,,
1066,,,,Machine-learning prediction of aerodynamic damping for buildings and structures undergoing flow-induced vibrations,,,"Chen Z., Zhang L., Li K., Xue X., Zhang X., Kim B., Li C.Y.",55866149500;57217526147;57013752000;57203528756;57207317373;57198355299;57820906400;,,,2023,,,,Journal of Building Engineering,,10.1016/j.jobe.2022.105374,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140627162&doi=10.1016%2fj.jobe.2022.105374&partnerID=40&md5=fa84da23c88658f918c8e2abd23e4007,105374,,,,,,,,,,,,,,
1067,,,,High-resolution mapping and driving factors of soil erodibility in southeastern Tibet,,,"Yu W., Jiang Y., Liang W., Wan D., Liang B., Shi Z.",56604490900;57195364774;57942836100;57201251876;57203159751;56939595900;,,,2023,,,,Catena,,10.1016/j.catena.2022.106725,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140607964&doi=10.1016%2fj.catena.2022.106725&partnerID=40&md5=21528c0a06264336200ebe0c63336c07,106725,,,,,,,,,,,,,,
1068,,,,Masked Facial Recognition in Security Systems Using Transfer Learning,,,"Ramgopal M., Roopesh M.S., Chowdary M.V., Madhav M., Shanmuga K.",57941661900;57942314800;57941884900;57942524600;57942950900;,,,2023,,,,SN Computer Science,,10.1007/s42979-022-01400-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140604320&doi=10.1007%2fs42979-022-01400-w&partnerID=40&md5=242c4ba3a6dd0f2ef64a917be69dddfc,27,1,,,,,,,,,,,,,
1069,,,,Moving on with Digital Innovation: The Always-Connected Customer,,,Bheekharry N.,57206182650;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2225-1_49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140493206&doi=10.1007%2f978-981-19-2225-1_49&partnerID=40&md5=e4891c103500000fd465c7959c8fa7ea,0,,,,,,,,557,571,,,,,
1070,,,,Assessing Permeability Prediction of BBB in the Central Nervous System Using ML,,,"Jiwani N., Gupta K., Whig P.",57490273900;57490155600;55878271900;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2535-1_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140493078&doi=10.1007%2f978-981-19-2535-1_33&partnerID=40&md5=80b64c88e1636095fbaa50190e838e48,0,,,,,,,,449,459,,,,,
1071,,,,Automatic Detection of Online Hate Speech Against Women Using Voting Classifier,,,"Shibly F.H.A., Sharma U., Naleer H.M.M.",57218597191;56452448500;44661326400;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2821-5_62,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140492525&doi=10.1007%2f978-981-19-2821-5_62&partnerID=40&md5=407b5df9847ecadecd1d1dee30408942,0,,,,,,,,735,745,,,,,
1072,,,,Analysis on Potential Use of Crowdsourcing in Different Domain Using Metasynthesis,,,"Kasturi N., Totad S.G., Ghosh G.",57203222311;53867310000;55512079900;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-4193-1_73,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140492446&doi=10.1007%2f978-981-19-4193-1_73&partnerID=40&md5=ad1e9fa07b9553796a026a4df286074a,0,,,,,,,,747,756,,,,,
1073,,,,Role of Machine Learning Approaches in Predicting COVID-19 New Active Cases Using Multiple Models,,,"Sinha R.K., Bisoy S.K., Pati B., Khansama R.R., Panigrahi C.R., Kumar S.",57939662000;55899630000;56439232500;57202444710;35810907800;57220592398;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2225-1_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140492170&doi=10.1007%2f978-981-19-2225-1_6&partnerID=40&md5=a2c602fa6241c3f7b5f7958a4d8cc5f3,0,,,,,,,,61,71,,,,,
1074,,,,A Framework for Glaucoma Diagnosis Prediction Using Retinal Thickness Using Machine Learning,,,"Maram B., Sahukari J., Lokesh T.",56380504500;57940252200;57940076700;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2764-5_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140491920&doi=10.1007%2f978-981-19-2764-5_6&partnerID=40&md5=acee4c0945ecfdd1543d67987bf7c514,0,,,,,,,,61,77,,,,,
1075,,,,"Rock physics analysis from predicted Poisson's ratio using RVFL based on Wild Geese Algorithm in scarab gas field in WDDM concession, Egypt",,,"Nabih M., Ghoneimi A., Bakry A., Chelloug S.A., Al-Betar M.A., Abd Elaziz M.",36657559800;56986442800;6602076420;14044519300;57202908939;57195591068;,,,2023,,,,Marine and Petroleum Geology,,10.1016/j.marpetgeo.2022.105949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140491636&doi=10.1016%2fj.marpetgeo.2022.105949&partnerID=40&md5=2d0e958a53dae4d8728c9a57b70e7edb,105949,,,,,,,,,,,,,,
1076,,,,Predictive and Prescriptive Business Process Monitoring with Reinforcement Learning,,,"Kotsias S., Kerasiotis A., Bousdekis A., Theodoropoulou G., Miaoulis G.",57940119800;57939599800;56543697100;25961093700;24367212700;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-17601-2_24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140491519&doi=10.1007%2f978-3-031-17601-2_24&partnerID=40&md5=99f61f9812772210a69d70c3d54215d5,0,,,,,,,,245,254,,,,,
1077,,,,Supervised Automatic Text Summarization of Konkani Texts Using Linear Regression-Based Feature Weighing and Language-Independent Features,,,"DSilva J., Sharma U.",57210142694;56452448500;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2821-5_38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140491124&doi=10.1007%2f978-981-19-2821-5_38&partnerID=40&md5=c5441a2d9b612e2a85001c2ef45e063b,0,,,,,,,,439,457,,,,,
1078,,,,Classification of Sentiment Reviews for Indian Railways Using Machine Learning Methods,,,"Bagga M., Aggarwa R., Arora N.",57215340228;57560289400;57939762600;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2821-5_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140490570&doi=10.1007%2f978-981-19-2821-5_14&partnerID=40&md5=d9221c25b8cc6029bde9e4b0dc1c7e29,0,,,,,,,,171,177,,,,,
1079,,,,How Artificial Intelligent Approaches Support Medical Decisions and Patients Wellbeing,,,Ivanovic M.,7005907326;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-3-031-17601-2_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140490441&doi=10.1007%2f978-3-031-17601-2_18&partnerID=40&md5=8f124371afa9ac0f1417dfb4ebb601eb,0,,,,,,,,181,189,,,,,
1080,,,,IoT for Fight Against COVID-19,,,"Prasad Sharma K., Walia K., Gupta S.",57939894900;57766453700;57200998542;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-1412-6_51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140490291&doi=10.1007%2f978-981-19-1412-6_51&partnerID=40&md5=5d0f625aaafc13df05d33092a35ac73c,0,,,,,,,,585,596,,,,,
1081,,,,Multi-objective Design Optimization and Uncertainty Analysis of a Downscaled Cusped Field Thruster,,,"Hyun Yeo S., Ogawa H.",57209690665;36620501100;,,,2023,,,,Lecture Notes in Electrical Engineering,,10.1007/978-981-19-2635-8_99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140490194&doi=10.1007%2f978-981-19-2635-8_99&partnerID=40&md5=736c3afcc233f925995f11590a196e6b,0,,,,,,,,1397,1410,,,,,
1082,,,,Facial Expression Recognition Using Hyper-Complex Wavelet Scattering and Machine Learning Techniques,,,"Vaijayanthi S., Arunnehru J.",51564986400;56023631600;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-2225-1_37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140490187&doi=10.1007%2f978-981-19-2225-1_37&partnerID=40&md5=1bb5eff5684784b6d92ff4f9925860d0,0,,,,,,,,411,421,,,,,
1083,,,,Evaluating Various Classifiers for Iraqi Dialectic Sentiment Analysis,,,"Mohammed N.T., Mohammed E.A., Hussein H.H.",57210824182;57202469341;57210122007;,,,2023,,,,Lecture Notes in Networks and Systems,,10.1007/978-981-19-1412-6_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140489667&doi=10.1007%2f978-981-19-1412-6_6&partnerID=40&md5=e2852dfd07c2aea2fb18a4dd34944eed,0,,,,,,,,71,78,,,,,
1084,,,,A Review of Benchmarks for Visual Defect Detection in the Manufacturing Industry,,,"Carvalho P., Durupt A., Grandvalet Y.",57225657732;24447666100;6603640734;,,,2023,,,,Lecture Notes in Mechanical Engineering,,10.1007/978-3-031-15928-2_133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140489577&doi=10.1007%2f978-3-031-15928-2_133&partnerID=40&md5=1eab809e87060841471e3cbe9e923063,0,,,,,,,,1527,1538,,,,,
