id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
1307,,,,A recommendation method of Japanese vocabulary learning based on embedded system and data intelligent analysis,,,Wu F.; Chen Z.,56477762100; 57221632854,,,2021,,,,Microprocessors and Microsystems,,10.1016/j.micpro.2020.103638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097768096&doi=10.1016%2fj.micpro.2020.103638&partnerID=40&md5=e550155f06a7ba7460670da241865432,4,,,,,,,Article,Scopus,4,,,,,
1308,,,,Amelioration of Teaching Strategies by Exploring Code Quality and Submission Behavior,,,Bai Y.; Wang T.; Wang H.,57206596439; 56925614800; 15838322600,,,2019,,,,IEEE Access,,10.1109/ACCESS.2019.2948640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078347065&doi=10.1109%2fACCESS.2019.2948640&partnerID=40&md5=bc519009956e1f6f8621e5d9ca3a5c5b,4,152754,,,,,,Article,Scopus,4,,,,,
1309,,,,Design and evaluation of an undergraduate course on software development practices,,,Gestwicki P.,24070643700,,,2018,,,,SIGCSE 2018 - Proceedings of the 49th ACM Technical Symposium on Computer Science Education,,10.1145/3159450.3159542,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046105858&doi=10.1145%2f3159450.3159542&partnerID=40&md5=462b7330a8907b7860532d6490b7d97a,4,226,,,,,,Conference paper,Scopus,4,,,,,
1310,,,,A Systematic Assessment of Google Search Queries and Readability of Online Gynecologic Oncology Patient Education Materials,,,Martin A.; Stewart J.R.; Gaskins J.; Medlin E.,57196187933; 57200298674; 55618178500; 56566648600,,,2019,,,,Journal of Cancer Education,,10.1007/s13187-017-1319-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040666811&doi=10.1007%2fs13187-017-1319-z&partnerID=40&md5=1afa89502e63c545aea51616b9ba20b5,4,440,,,,,,Article,Scopus,4,,,,,
1311,,,,Transitions: From conceptual ideas to detail design,,,Sobek II D.K.,6603701045,,,2005,,,,"ASEE Annual Conference and Exposition, Conference Proceedings",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22544437604&partnerID=40&md5=ae68b4dd80b4911d6ad77d6bbaa57b20,5,14548,,,,,,Conference paper,Scopus,5,,,,,
1312,,,,Understanding control flow: Concurrent programming using ?C++,,,Buhr P.A.,6701575334,,,2016,,,,Understanding Control Flow: Concurrent Programming Using ?C++,,10.1007/978-3-319-25703-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024134675&doi=10.1007%2f978-3-319-25703-7&partnerID=40&md5=ebf0c13fe0e6bd307349721b6ff800c7,4,741,,,,,,Book,Scopus,4,,,,,
1313,,,,Can we do better? a classification of algorithm run-time-complexity improvement using the SOLO taxonomy,,,Aronshtam L.; Shrot T.; Shmallo R.,55512454400; 54973725400; 55328732500,,,2021,,,,Education and Information Technologies,,10.1007/s10639-021-10532-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105437558&doi=10.1007%2fs10639-021-10532-0&partnerID=40&md5=74819a0728cd5aa55fa77efde1b947ca,4,5872,,,,,,Article,Scopus,4,,,,,
1314,,,,An Empirical Study on the Ability Relationships between Programming and Testing,,,Yang P.; Liu Z.; Xu J.; Huang Y.; Pan Y.,57212530575; 57221434526; 57212538477; 57212535983; 55473441700,,,2020,,,,IEEE Access,,10.1109/ACCESS.2020.3018718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091287555&doi=10.1109%2fACCESS.2020.3018718&partnerID=40&md5=24c3723b3c4a6922ab453c80889e5b6b,4,161448,,,,,,Article,Scopus,4,,,,,
1315,,,,Experimental Evaluation of Agreement among Programmers in Applying the Rules of Cohesion,,,Nandigam J.; Lakhotia A.; ?ech C.G.,7801484472; 6701633299; 6701362669,,,1999,,,,Journal of Software Maintenance and Evolution,,10.1002/(sici)1096-908x(199901/02)11:1<35::aid-smr183>3.0.co;2-t,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032677279&doi=10.1002%2f%28sici%291096-908x%28199901%2f02%2911%3a1%3c35%3a%3aaid-smr183%3e3.0.co%3b2-t&partnerID=40&md5=a9f5ba033f9f38107a4d75f5453505e5,5,53,,,,,,Article,Scopus,5,,,,,
1316,,,,Engineering process standards: State of the art and challenges,,,Magee S.; Thiele D.,6701626964; 7102701098,,,2004,,,,IT Professional,,10.1109/MITP.2004.60,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9144255478&doi=10.1109%2fMITP.2004.60&partnerID=40&md5=e72160f06a34b8e5cc9e5cec077cbac9,5,44,,,,,,Review,Scopus,5,,,,,
1317,,,,A Quasi-Experimental Evaluation of Teaching Software Testing in Software Quality Assurance Subject during a Post-Graduate Computer Science Course,,,Elgrably I.S.; Oliveira S.R.B.,57203634138; 16241959200,,,2022,,,,International Journal of Emerging Technologies in Learning,,10.3991/ijet.v17i05.25673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127006547&doi=10.3991%2fijet.v17i05.25673&partnerID=40&md5=f97dfed9255052b60879d9d57c147734,4,86,,,,,,Article,Scopus,4,,,,,
1318,,,,Case study of the analysis of novice student programs,,,Mengel Susan A.; Ulans Joseph V.,7003430108; 6506115072,,,1999,,,,"Software Engineering Education Conference, Proceedings",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032682082&partnerID=40&md5=06ca386632024c4115ac0817aa3e516f,5,49,,,,,,Article,Scopus,5,,,,,
1319,,,,Software readability practices and the importance of their teaching,,,Sampaio I.B.; Barbosa L.,37017594300; 7102235177,,,2016,,,,"2016 7th International Conference on Information and Communication Systems, ICICS 2016",,10.1109/IACS.2016.7476069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973867094&doi=10.1109%2fIACS.2016.7476069&partnerID=40&md5=f3fd3ebe77b1577e9331874a862c6381,4,309,,,,,,Conference paper,Scopus,4,,,,,
1320,,,,Parametric Modelling with GIS,,,Janssen P.; Stouffs R.; Mohanty A.; Tan E.; Li R.,7201762489; 6506322664; 57189628617; 57567666200; 57189634948,,,2016,,,,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021704569&partnerID=40&md5=c284eaa3162f77518fd8e68469aea981,4,68,,,,,,Conference paper,Scopus,4,,,,,
1321,,,,Programming Language Explorations,,,Toal R.; Rivera R.; Schneider A.; Choe E.,7003478917; 57203407691; 57203406899; 57203407336,,,2016,,,,Programming Language Explorations,,10.1201/b21848,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042370650&doi=10.1201%2fb21848&partnerID=40&md5=c1e51c41e3ebffc4ceda1a810326c892,4,343,,,,,,Book,Scopus,4,,,,,
1322,,,,Expert system for the verification of finite-element calculations,,,Breitfeld Th.; Kroeplin B.,6507442993; 55667188800,,,1996,,,,Proceedings of the International Symposium on Assessment of Software Tools,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723639&partnerID=40&md5=4e98fae7d71c01c1089cf72419b99898,5,23,,,,,,Conference paper,Scopus,5,,,,,
1323,,,,Modeling software tools complex for evaluation of information systems operation quality (CEISOQ),,,Kostogryzov A.,6507737709,,,2001,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/3-540-45116-1_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955568756&doi=10.1007%2f3-540-45116-1_12&partnerID=40&md5=2e0f7aa48f2142308a7d60807d007370,5,101,,,,,,Conference paper,Scopus,5,,,,,
1324,,,,A road to obstetric fistula in malawi: Capturing womens perspectives through a framework of three delays,,,Changole J.; Combs Thorsen V.; Kafulafula U.,8967898300; 23968302900; 22950382100,,,2018,,,,International Journal of Women's Health,,10.2147/IJWH.S171610,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058013305&doi=10.2147%2fIJWH.S171610&partnerID=40&md5=09c265f6bf66fc1d09acb887aba10ed8,4,713,,,,,,Article,Scopus,4,,,,,
1325,,,,Cybersecurity challenges in industry: Measuring the challenge solve time to inform future challenges,,,Gasiba T.E.; Lechner U.; Pinto-Albuquerque M.,56628624600; 55935423800; 6508134392,,,2020,,,,Information (Switzerland),,10.3390/info11110533,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096032786&doi=10.3390%2finfo11110533&partnerID=40&md5=09545db294f7717086d774ba78798dc2,4,31,,,,,,Article,Scopus,4,,,,,
1326,,,,Certification will do more harm than good,,,Kolawa A.,6506929775,,,2002,,,,Computer,,10.1109/MC.2002.1009166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036602513&doi=10.1109%2fMC.2002.1009166&partnerID=40&md5=82deb522f2e59ee2b74484e2583b3b9f,5,35,,,,,,Article,Scopus,5,,,,,
1327,,,,Disappearing Help Text: Implementing a Note-Based Tool for In-Line Clinical Decision Support and Note Bloat Reduction,,,Chong A.Z.; Lee B.; Hollenbach K.; Kuelbs C.L.,57882353600; 57194176428; 7004515423; 6504368726,,,2022,,,,Applied Clinical Informatics,,10.1055/a-1934-8323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137616401&doi=10.1055%2fa-1934-8323&partnerID=40&md5=ea50f0076f6a89ff3be07b81327a3640,3,1039,,,,,,Article,Scopus,3,,,,,
1328,,,,Hybrid assessment method for programming assignments,,,Zougari S.; Tanana M.; Lyhyaoui A.,57191626632; 55932411100; 24366477200,,,2016,,,,"Colloquium in Information Science and Technology, CIST",,10.1109/CIST.2016.7805112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010207673&doi=10.1109%2fCIST.2016.7805112&partnerID=40&md5=a223565984f0a51e5e72d6c3fc1e655f,3,569,,,,,,Conference paper,Scopus,3,,,,,
1329,,,,Code Smell Analyzer: A Tool To Teaching Support Of Refactoring Techniques Source Code,,,Sirqueira T.F.M.; Brandl A.H.M.; Pedro E.J.P.; Silva R.D.S.; Araújo M.A.P.,56904287500; 57188865132; 57188862691; 57188866776; 35848063200,,,2016,,,,IEEE Latin America Transactions,,10.1109/TLA.2016.7437235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963951626&doi=10.1109%2fTLA.2016.7437235&partnerID=40&md5=3b5d5dd0034527b083a59d126afb23af,4,884,,,,,,Article,Scopus,4,,,,,
1330,,,,Development of an Islamic Higher Education Institution Tracer Study Information System and It's Performance Analysis using ISO/IEC 25010,,,Anggraini N.; Putra M.J.D.; Hakiem N.,57193398215; 57215926713; 36548044900,,,2019,,,,"2019 7th International Conference on Cyber and IT Service Management, CITSM 2019",,10.1109/CITSM47753.2019.8965356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082387347&doi=10.1109%2fCITSM47753.2019.8965356&partnerID=40&md5=f9c29ce1a95e442524ed48867d0b50b8,4,,,,,,,Conference paper,Scopus,4,,,,,
1331,,,,Colorpoetry: Multi-sensory experience of color with poetry in visual arts appreciation of persons with visual impairment,,,Cho J.-D.; Lee Y.,7403536339; 57223090881,,,2021,,,,Electronics (Switzerland),,10.3390/electronics10091064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104960982&doi=10.3390%2felectronics10091064&partnerID=40&md5=a36ce12111aea8ef3b4fb00451aefb40,4,,,,,,,Article,Scopus,4,,,,,
1332,,,,Work in progress - Open source usability evaluation: The case of Moodle,,,Baytiyeh H.,36015031100,,,2011,,,,"Proceedings - Frontiers in Education Conference, FIE",,10.1109/FIE.2011.6142798,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858185693&doi=10.1109%2fFIE.2011.6142798&partnerID=40&md5=78189200e9d12669a3f667bd0b43d0fd,5,,,,,,,Conference paper,Scopus,5,,,,,
1333,,,,Toward Code Review Notebooks,,,Farah J.C.; Spaenlehauer B.; Rodriguez-Triana M.J.; Ingram S.; Gillet D.,57203636644; 57702846800; 51161955600; 24469853400; 57203238151,,,2022,,,,"Proceedings - 2022 International Conference on Advanced Learning Technologies, ICALT 2022",,10.1109/ICALT55010.2022.00068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137007923&doi=10.1109%2fICALT55010.2022.00068&partnerID=40&md5=0579b9489b4f978bb641b8a5bebe6c61,4,211,,,,,,Conference paper,Scopus,4,,,,,
1334,,,,Automatic Assessment of the Design Quality of Python Programs with Personalized Feedback,,,Orr J.W.; Russell N.,56393884200; 57224783206,,,2021,,,,"Proceedings of the 14th International Conference on Educational Data Mining, EDM 2021",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137237797&partnerID=40&md5=9c217bd17748b93a67fce110bbc70a07,4,501,,,,,,Conference paper,Scopus,4,,,,,
1335,,,,How are students' programming skills developed: An empirical study in an object-oriented course,,,Sun Q.; Wu J.; Liu K.,56714372200; 35758052500; 56045650700,,,2019,,,,ACM International Conference Proceeding Series,,10.1145/3321408.3322858,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072826344&doi=10.1145%2f3321408.3322858&partnerID=40&md5=9a1e796218cfbfd6c493fd49934ac283,4,,,,,,,Conference paper,Scopus,4,,,,,
1336,,,,Managing object-oriented software development,,,Fayad Mohamed E.; Cline Marshall,7004867559; 7102824243,,,1996,,,,Computer,,10.1109/MC.1996.536780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030242265&doi=10.1109%2fMC.1996.536780&partnerID=40&md5=edc3af90cd8da06b1df8319adedb24fa,5,31,,,,,,Article,Scopus,5,,,,,
1337,,,,Early Software Quality Prediction Based on Software Requirements Specification Using Fuzzy Inference System,,,Masood M.H.; Khan M.J.,57195627299; 24437800400,,,2018,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-319-95957-3_75,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051866906&doi=10.1007%2f978-3-319-95957-3_75&partnerID=40&md5=d061c60536ff347f1501863e97d71214,4,733,,,,,,Conference paper,Scopus,4,,,,,
1338,,,,A Portable Hip Arthroscopy Simulator Demonstrates Good Face and Content Validity with Incomplete Construct Validity,,,Feeley A.; Turley L.; Sheehan E.; Merghani K.,57217207468; 57983336700; 55457691600; 57217009982,,,2021,,,,"Arthroscopy, Sports Medicine, and Rehabilitation",,10.1016/j.asmr.2021.05.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122772810&doi=10.1016%2fj.asmr.2021.05.009&partnerID=40&md5=6e83360726888cfdba14bf99bfd653f1,3,e1293,,,,,,Article,Scopus,3,,,,,
1339,,,,What Do Developers Discuss about Code Comments?,,,Rani P.; Birrer M.; Panichella S.; Ghafari M.; Nierstrasz O.,57219693811; 57223975293; 35095375100; 49661276600; 6602127759,,,2021,,,,"Proceedings - IEEE 21st International Working Conference on Source Code Analysis and Manipulation, SCAM 2021",,10.1109/SCAM52516.2021.00027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123295307&doi=10.1109%2fSCAM52516.2021.00027&partnerID=40&md5=6b841abaf958800f06c19cc1b38b8501,4,164,,,,,,Conference paper,Scopus,4,,,,,
1340,,,,On-line travel agencies usability: Evaluator experience,,,Rusu V.; Rusu C.; Quiñones D.; Botella F.; Roncagliolo S.; Rusu V.Z.,23467858700; 15521347000; 56237424300; 6603818202; 24470612600; 58392472400,,,2019,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-030-21905-5_35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069828160&doi=10.1007%2f978-3-030-21905-5_35&partnerID=40&md5=807e6e0b5f3f7704329eaef0c8dc84dc,4,463,,,,,,Conference paper,Scopus,4,,,,,
1341,,,,RefacTutor: An Interactive Tutoring System for Software Refactoring,,,Haendler T.; Neumann G.; Smirnov F.,57163856400; 7202631028; 57209270114,,,2020,,,,Communications in Computer and Information Science,,10.1007/978-3-030-58459-7_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097417468&doi=10.1007%2f978-3-030-58459-7_12&partnerID=40&md5=a695eacff379b1da4e09a469d60f6de5,4,261,,,,,,Conference paper,Scopus,4,,,,,
1342,,,,Can abstraction be taught? Refactoring-based abstraction learning,,,Ubayashi N.; Kamei Y.; Sato R.,7801575374; 24476112100; 56963333400,,,2018,,,,MODELSWARD 2018 - Proceedings of the 6th International Conference on Model-Driven Engineering and Software Development,,10.5220/0006604804290437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052025363&doi=10.5220%2f0006604804290437&partnerID=40&md5=690749d537d1c15f6396156a0d873816,4,437,,,,,,Conference paper,Scopus,4,,,,,
1343,,,,"Government, trade and industry and other preventative responses to volatile substance abuse",,,Liss B.I.,7004106818,,,1989,,,,Human Toxicology,,10.1177/096032718900800413,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024308353&doi=10.1177%2f096032718900800413&partnerID=40&md5=437e7db3a210f70461705e44e6516e39,5,330,,,,,,Article,Scopus,5,,,,,
1344,,,,Automated feedback for quality assurance in software engineering education,,,Cardell-Oliver R.; Zhang L.; Barady R.; Lim Y.H.; Naveed A.; Woodings T.,6603617482; 36182572400; 36160179300; 36182287400; 36182537900; 36845633200,,,2010,,,,"Proceedings of the Australian Software Engineering Conference, ASWEC",,10.1109/ASWEC.2010.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954336252&doi=10.1109%2fASWEC.2010.24&partnerID=40&md5=11e33f1beeb3f77553632b01ef218822,5,164,,,,,,Conference paper,Scopus,5,,,,,
1345,,,,Naming Practices in Java Projects: An Empirical Study,,,Gresta R.; Durelli V.; Cirilo E.,58095876400; 37022886400; 23476361200,,,2022,,,,ACM International Conference Proceeding Series,,10.1145/3493244.3493258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126854437&doi=10.1145%2f3493244.3493258&partnerID=40&md5=053c7b42c35ee2b50d4b2319a9e7e1e9,4,,,,,,,Conference paper,Scopus,4,,,,,
1346,,,,Cyber security: From ad hoc patching to lifecycle of software engineering,,,Chittister C.G.; Haimes Y.Y.,6507603141; 7005337553,,,2006,,,,Journal of Homeland Security and Emergency Management,,10.2202/1547-7355.1281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845393657&doi=10.2202%2f1547-7355.1281&partnerID=40&md5=a48e18071622b90273e5c2bcd7dd5f86,5,,,,,,,Article,Scopus,5,,,,,
1347,,,,Experiences using defect checklists in software engineering education,,,Cooper K.; Liddle S.; Dascalu S.,7402067897; 14323579400; 6602297823,,,2005,,,,"18th International Conference on Computer Applications in Industry and Engineering 2005, CAINE 2005",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883274879&partnerID=40&md5=00004817edf8f2ed19d661c967c0bfbe,5,409,,,,,,Conference paper,Scopus,5,,,,,
1348,,,,Evaluating the Students' Experience with a requirements elicitation and communication game,,,Vilela J.; Lopes J.,56428808300; 57219339872,,,2020,,,,"23rd Iberoamerican Conference on Software Engineering, CIbSE 2020",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092309508&partnerID=40&md5=5cf3e15caefde8cb9ea178d9dfe0e049,4,,,,,,,Conference paper,Scopus,4,,,,,
1349,,,,"Effect of multidisciplinary intervention on clinical outcomes of children with autism spectrum disorder in Mumbai, India",,,Dalwai S.H.; Modak D.K.; Bondre A.P.; Ansari S.; Siddiqui D.; Gajria D.,36607712800; 57191522078; 24474376500; 57195757988; 57195758292; 57195759264,,,2017,,,,"Disability, CBR and Inclusive Development",,10.5463/DCID.v28i2.508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029765589&doi=10.5463%2fDCID.v28i2.508&partnerID=40&md5=ed458b2270a62f963c95425c6be24ea9,4,116,,,,,,Article,Scopus,4,,,,,
1350,,,,Design Metric Indicator to Improve Quality Software Development (Study Case: Student Desk Portal),,,Setiawan R.; Rasjid Z.E.; Effendi A.,57191338031; 55668516800; 56411874000,,,2018,,,,Procedia Computer Science,,10.1016/j.procs.2018.08.225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053130475&doi=10.1016%2fj.procs.2018.08.225&partnerID=40&md5=3bb2dda55ab539733f77b3c22e9858ad,4,623,,,,,,Conference paper,Scopus,4,,,,,
1351,,,,Implementation of software testing practices in Pakistan's software industry,,,Maqbool B.; Ur Rehman F.; Abbas M.; Rehman S.,57202075233; 57202080896; 56397649900; 57216103090,,,2018,,,,ACM International Conference Proceeding Series,,10.1145/3180374.3181340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047063175&doi=10.1145%2f3180374.3181340&partnerID=40&md5=1f16fd09fe1a1947a3dffb7705d0c2da,4,152,,,,,,Conference paper,Scopus,4,,,,,
1352,,,,How to improve code quality by measurement and refactoring,,,Vasileva A.; Schmedding D.,57204609433; 23092137400,,,2017,,,,"Proceedings - 2016 10th International Conference on the Quality of Information and Communications Technology, QUATIC 2016",,10.1109/QUATIC.2016.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013761756&doi=10.1109%2fQUATIC.2016.034&partnerID=40&md5=506a8d4149c96b30060c3ca6b84cc3c4,4,136,,,,,,Conference paper,Scopus,4,,,,,
1353,,,,High School Teachers Understanding of Code Style,,,Kirk D.; Tempero E.; Luxton-Reilly A.; Crow T.,23985110300; 6602143229; 10739271500; 57200655521,,,2020,,,,ACM International Conference Proceeding Series,,10.1145/3428029.3428047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123040617&doi=10.1145%2f3428029.3428047&partnerID=40&md5=534aa4473bbaa29d6fd0c49493a7fb09,4,,,,,,,Conference paper,Scopus,4,,,,,
1354,,,,Written patient information. Analysis of Danish biomedical research programs; [Skriftlig patientinformation. En analyse af danske biomedicinske forsøgsplaner.],,,Holm S.,36247255700,,,1992,,,,Ugeskrift for Laeger,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027129859&partnerID=40&md5=c02fb0e0f6282ba787ee9316a61fbd6a,5,2435,,,,,,Article,Scopus,5,,,,,
1355,,,,A product engineering approach to software development,,,Nori K.V.; Swaminathan N.,15064507600; 57202447897,,,2006,,,,"Software Engineering Education Conference, Proceedings",,10.1109/CSEETW.2006.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845536308&doi=10.1109%2fCSEETW.2006.2&partnerID=40&md5=09acf27f57b0fb0ce4ecf2eeb2d565b5,4,,,,,,,Conference paper,Scopus,4,,,,,
1356,,,,Using conjoint analysis to study health policy changes: An example from a cohort of persons who use drugs,,,Knudsen H.K.; Havens J.R.,26643313900; 24457742300,,,2021,,,,International Journal of Drug Policy,,10.1016/j.drugpo.2021.103425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113600902&doi=10.1016%2fj.drugpo.2021.103425&partnerID=40&md5=de255405e1d406679d34f80a42c467ed,2,,,,,,,Article,Scopus,2,,,,,
1357,,,,Digitization of Surgical Flowsheets,,,Blankemeier M.; Rambo S.; Radossich J.; Thompson C.; Brown D.; Durieux M.; Ndaribitse C.,57244922500; 57245476800; 57244828000; 57245383800; 57202998030; 7006419864; 57245443900,,,2021,,,,"2021 IEEE Systems and Information Engineering Design Symposium, SIEDS 2021",,10.1109/SIEDS52267.2021.9483747,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114207685&doi=10.1109%2fSIEDS52267.2021.9483747&partnerID=40&md5=1ed473d7105871143ca756bcc76d8743,3,,,,,,,Conference paper,Scopus,3,,,,,
1358,,,,An Application of a Gamified Approach to Learning of Knowledge Management: Evaluation of an Experience Report,,,"da Silva Alcantara A.; Oliveira S.R.B.; Soares E.M.; Costa I.E.F.; Viégas R., Jr; Rodrigues E.A.; Soares E.M.",57211245005; 16241959200; 58415382800; 57209336319; 16644346100; 57941587300; 57211242350,,,2022,,,,International Journal of Emerging Technologies in Learning,,10.3991/ijet.v17i19.32665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140574015&doi=10.3991%2fijet.v17i19.32665&partnerID=40&md5=52e7a38832352e78fa2f4aced2d4a47c,3,134,,,,,,Article,Scopus,3,,,,,
1359,,,,On implementational variations in static analysis tools,,,Muske T.; Bokil P.,36615809700; 57225280426,,,2015,,,,"2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering, SANER 2015 - Proceedings",,10.1109/SANER.2015.7081867,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928689089&doi=10.1109%2fSANER.2015.7081867&partnerID=40&md5=15c84140db5d94f7c2af42cdd7a0dcb9,4,515,,,,,,Conference paper,Scopus,4,,,,,
1360,,,,Teaching C++ programming using automated unit testing and test-driven developmentDesign and efficacy study,,,Sheikh W.,22836360100,,,2022,,,,Computer Applications in Engineering Education,,10.1002/cae.22488,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122652012&doi=10.1002%2fcae.22488&partnerID=40&md5=283eca18988199685f282f276cb44b50,3,851,,,,,,Article,Scopus,3,,,,,
1361,,,,GreenHub: a large-scale collaborative dataset to battery consumption analysis of android devices,,,Pereira R.; Matalonga H.; Couto M.; Castor F.; Cabral B.; Carvalho P.; de Sousa S.M.; Fernandes J.P.,35211356500; 57211029175; 56367675600; 54945662000; 57190278557; 57223639275; 15135137100; 7201540314,,,2021,,,,Empirical Software Engineering,,10.1007/s10664-020-09925-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103351990&doi=10.1007%2fs10664-020-09925-5&partnerID=40&md5=d92a0b216607a4beff18275e9e719784,3,,,,,,,Article,Scopus,3,,,,,
1362,,,,How to Teach Software Testing? Experiences with a Sandwich Approach,,,Lambers L.,12778626000,,,2020,,,,"Proceedings - 2020 IEEE 13th International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020",,10.1109/ICSTW50294.2020.00076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091775287&doi=10.1109%2fICSTW50294.2020.00076&partnerID=40&md5=8574229169390d92ee9468dba5e67017,3,428,,,,,,Conference paper,Scopus,3,,,,,
1363,,,,Unlimited rulebook: A reference architecture for economy mechanics in digital games,,,Mizutani W.K.; Kon F.,57199505963; 6602156198,,,2020,,,,"Proceedings - IEEE 17th International Conference on Software Architecture, ICSA 2020",,10.1109/ICSA47634.2020.00014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085919834&doi=10.1109%2fICSA47634.2020.00014&partnerID=40&md5=5c011b2aa44fd19b84298a021348f3ba,3,68,,,,,,Conference paper,Scopus,3,,,,,
1364,,,,Quality of the patient-oriented web-based information on esophageal cancer,,,Jayasinghe R.; Ranasinghe S.; Jayarajah U.; Seneviratne S.,57218514635; 57218511192; 57192238672; 56072707000,,,2022,,,,Journal of Cancer Education,,10.1007/s13187-020-01849-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089390891&doi=10.1007%2fs13187-020-01849-4&partnerID=40&md5=afb3f626f28da5f8f36734a20c6dd52d,3,592,,,,,,Article,Scopus,3,,,,,
1365,,,,USARP method: Eliciting and describing USAbility Requirements with Personas and user stories,,,De Oliveira G.F.; Ferreira B.; Marques A.B.,58666324100; 56562614700; 54409033500,,,2020,,,,ACM International Conference Proceeding Series,,10.1145/3422392.3422435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099347509&doi=10.1145%2f3422392.3422435&partnerID=40&md5=d899e61193b096c32c8ff24a2f641c54,3,446,,,,,,Conference paper,Scopus,3,,,,,
