Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Mollo E.; Garson M.J.; Polese G.; Amodeo P.; Ghiselin M.T.,6701577002; 24922806900; 7003811649; 7004726760; 57204494307,Taste and smell in aquatic and terrestrial environments,2017,Natural Product Reports,34,5,,496,513,17,40,10.1039/c7np00008a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019958486&doi=10.1039%2fc7np00008a&partnerID=40&md5=e33a7d9377f19208298e29d992b42f8c,"The review summarizes results up to 2017 on chemosensory cues occurring in both aquatic and terrestrial environments. The chemicals are grouped by their physicochemical properties to compare their potential mobility in the different media. In contrast to what is widely asserted in the literature, the report emphasizes that living organisms encounter and sense molecules of various degrees of solubility and volatility both on land and in aquatic environments. The picture that emerges from the review suggests a substantial revision of the traditional definitions of the chemical senses based on their spatial range, which is currently orienting the literature on chemosensory signaling, in favor of a new vision based on the natural products that are the actual mediators of the chemosensory perceptions. According to this perspective, natural product chemistry is a powerful tool with which to explore the evolutionary history of the chemical senses. © The Royal Society of Chemistry 2017.",Review,Final,Scopus
Long B.; Carius B.M.; Chavez S.; Liang S.Y.; Brady W.J.; Koyfman A.; Gottlieb M.,56740121200; 57195559904; 57195353901; 36056796100; 7102460804; 54386981500; 56089778500,Clinical update on COVID-19 for the emergency clinician: Presentation and evaluation,2022,American Journal of Emergency Medicine,54,,,46,57,11,111,10.1016/j.ajem.2022.01.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123802943&doi=10.1016%2fj.ajem.2022.01.028&partnerID=40&md5=eef0780082f99ea6af1a2f0cd23d6fd9,"Introduction: Coronavirus disease of 2019 (COVID-19) has resulted in millions of cases worldwide. As the pandemic has progressed, the understanding of this disease has evolved. Objective: This first in a two-part series on COVID-19 updates provides a focused overview of the presentation and evaluation of COVID-19 for emergency clinicians. Discussion: COVID-19, caused by Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), has resulted in significant morbidity and mortality worldwide. Several variants exist, including a variant of concern known as Delta (B.1.617.2 lineage) and the Omicron variant (B.1.1.529 lineage). The Delta variant is associated with higher infectivity and poor patient outcomes, and the Omicron variant has resulted in a significant increase in infections. While over 80% of patients experience mild symptoms, a significant proportion can be critically ill, including those who are older and those with comorbidities. Upper respiratory symptoms, fever, and changes in taste/smell remain the most common presenting symptoms. Extrapulmonary complications are numerous and may be severe, including the cardiovascular, neurologic, gastrointestinal, and dermatologic systems. Emergency department evaluation includes focused testing for COVID-19 and assessment of end-organ injury. Imaging may include chest radiography, computed tomography, or ultrasound. Several risk scores may assist in prognostication, including the 4C (Coronavirus Clinical Characterisation Consortium) score, quick COVID Severity Index (qCSI), NEWS2, and the PRIEST score, but these should only supplement and not replace clinical judgment. Conclusion: This review provides a focused update of the presentation and evaluation of COVID-19 for emergency clinicians. © 2022",Review,Final,Scopus
Rahman M.S.; Mondal D.; Codabux Z.; Roy C.K.,58777789500; 36190110000; 55893535500; 36176304400,Integrating Visual Aids to Enhance the Code Reviewer Selection Process,2023,"Proceedings - 2023 IEEE International Conference on Software Maintenance and Evolution, ICSME 2023",,,,293,305,12,0,10.1109/ICSME58846.2023.00037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181531703&doi=10.1109%2fICSME58846.2023.00037&partnerID=40&md5=6f6e75ed5602fd7e447c41b619ce4109,"Modern Code Review (MCR) is an integral part of a software development strategy that accelerates product quality by identifying defects, code smells, and other harmful practices. However, assigning appropriate reviewers to evaluate changed code during the review process remains challenging. While automated tools for reviewer assignments have limited impact in practice, the process often relies on manual investigation of project histories to retrieve knowledge of team members and their activities. Therefore, in this study, we present an approach to automatically assemble developers' information and visualize it meaningfully, which helps to choose appropriate reviewers. First, we propose three metrics that measure developers' collaboration, reviewers' expertise, and reviewers' workload and visualize them through networks. Second, we perform a case study of three popular open-source projects, where we compute and visualize each developers' information according to the proposed metrics. Finally, we conducted two online surveys to assess the developers' perceptions of the proposed visual benefits. The results show that the proposed method can assist in identifying relevant reviewers and be immensely helpful to new developers. Additionally, survey respondents expressed reliance on the efficacy of the visual aids in workload balancing and reducing review time. © 2023 IEEE.",Conference paper,Final,Scopus
Cirino G.; Szabo C.; Papapetropoulos A.,7006917147; 36041388400; 7003430118,"PHYSIOLOGICAL ROLES OF HYDROGEN SULFIDE IN MAMMALIAN CELLS, TISSUES, AND ORGANS",2023,Physiological Reviews,103,1,,31,276,245,89,10.1152/physrev.00028.2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141677283&doi=10.1152%2fphysrev.00028.2021&partnerID=40&md5=29ade9e6c547b76ccd8333b6aca3deec,"Over the last two decades, hydrogen sulfide (H2S) has emerged as an endogenous regulator of a broad range of physiological functions. H2S belongs to the class of molecules known as gasotransmitters, which typically include nitric oxide (NO) and carbon monoxide (CO). Three enzymes are recognized as endogenous sources of H2S in various cells and tissues: Cystathionine c-lyase (CSE), cystathionine b-synthase (CBS), and 3-mercaptopyruvate sulfurtransferase (3-MST). The present article reviews the regulation of these enzymes as well as the pathways of their enzymatic and nonenzymatic degradation and elimination. The multiple interactions of H2S with other labile endogenous molecules (e.g., NO) and reactive oxygen species are also outlined. Next, the various biological targets and signaling pathways are outlined, with special reference to H2S or oxidative posttranscriptional modification (persulfidation or sulfhydration) of proteins and the effect of H2S on various channels and intracellular second messenger pathways, the regulation of gene transcription and translation, and the regulation of cellular bioenergetics and metabolism. The pharmacological and molecular tools currently available to study H2S physiology are also reviewed, including their utility and limitations. In subsequent sections, the role of H2S in the regulation of various physiological and cellular functions is reviewed, including the regulation of membrane potential, endo- and exocytosis, regulation of various cell organelles (endoplasmic reticulum, Golgi, mitochondria), regulation of cell movement, cell cycle, cell differentiation, and physiological aspects of regulated cell death. Next, the physiological roles of H2S in various cell types and organ systems are overviewed, including the role of H2S in red blood cells, immune cells, the central and peripheral nervous systems (with focus on neuronal transmission, learning, and memory formation), and regulation of vascular function (including angiogenesis as well as its specialized roles in the cerebrovascular, renal, and pulmonary vascular beds) and the role of H2S in the regulation of special senses, vision, hearing, taste and smell, and pain-sensing. Finally, the roles of H2S in the regulation of various organ functions (lung, heart, liver, kidney, urogenital organs, reproductive system, bone and cartilage, skeletal muscle, and endocrine organs) are presented, with a focus on physiology (including physiological aging) but also extending to some common pathophysiological conditions. From these data, a wide array of significant roles of H2S in the physiological regulation of all organ functions emerges and the characteristic bell-shaped biphasic effects of H2S are highlighted. In addition, key pathophysiological aspects, debated areas, and future research and translational areas are identified. cell signaling; enzymes; hydrogen sulfide; organ function; posttranslational modifications. © 2023 the American Physiological Society.",Article,Final,Scopus
Gupta A.; Gandhi R.; Kumar V.,57195277608; 57892475300; 57203334494,Investigating Bad Smells with Feature Selection and Machine Learning Approaches,2023,Springer Series in Reliability Engineering,,,,53,65,12,0,10.1007/978-3-031-05347-4_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138138017&doi=10.1007%2f978-3-031-05347-4_4&partnerID=40&md5=f9e68a6614f02b4b28c0c540c19fa754,"Code Smell is a piece of code that is designed and implemented poorly and it gives adverse effect on the software quality and maintenance. Now, a day’s machine learning based techniques have been extensively used towards code smell research. The main objective of this research is to optimise the features of Android code smells in terms of software metrics using feature selection technique based on Correlation on 2896 instances of open-source projects which are extracted from GitHub. Further, we have examined the performance measures like accuracy, precision, F-measure and execution time etc. with the reduced features data set of Android code smells. This paper also discussed about implementation of correlation-based feature selection algorithm to reduce the features of code smells. Then, the data has been analyzed with 4 machine learning algorithms that are Logistic Regression, Stochastic Gradient Descent (SGD), Simple Logistic and Sequential minimal optimization (SMO). The performance metrics for the above-mentioned machine learning algorithms with and without performing the feature selection have been compared. The computed outcome shows that the best accuracy and lesser execution time for all 3 considered Android code smells have been achieved using Logistic Regression algorithm. After feature selection the accuracy has increased up to 16%, 25% and 4.7% for NLMR, MIM and DTWC code smells respectively. Meanwhile, the other performance measures have also been increased. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Book chapter,Final,Scopus
Albuquerque D.; Guimaraes E.; Perkusich M.; Rique T.; Cunha F.; Almeida H.; Perkusich A.,57190744501; 55516441300; 37075430200; 57791717200; 57210381836; 22733296600; 6701736103,On the Assessment of Interactive Detection of Code Smells in Practice: A Controlled Experiment,2023,IEEE Access,11,,,84589,84606,17,0,10.1109/ACCESS.2023.3302260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166779930&doi=10.1109%2fACCESS.2023.3302260&partnerID=40&md5=5af575013096f100c03a749fd683aadf,"Code smells are structures in a program that often indicate the presence of deeper maintainability problems. Code smells should be detected as soon as they are introduced, enabling refactoring actions with less effort and time. Non-Interactive Detection (NID) techniques traditionally support code smells detection, enabling developers to reveal smells in later software program versions. NID techniques do not support developers' progressive interaction with smelly code, revealing smells in the entire source code upon an explicit developer request, which might lead to the accumulation of code smells and, consequently, the degradation of software quality. Interactive Detection (ID) has emerged as a solution to overcome NID's limitations. By revealing code smell as soon as they are introduced, developers can detect smell instances earlier, resulting in more effective refactoring actions and improved code quality. However, despite its promising potential, there is a lack of evidence regarding the ID impact on code smell detection and refactoring actions during coding analysis. Our research focused on evaluating the effectiveness of an ID technique in code smell detection. Besides, we analyzed the aid of an ID technique in performing effective refactoring actions during coding analysis. To this end, we conducted a controlled experiment with 16 subjects that underwent tasks related to detecting code smells and judging refactoring actions. The experimental tasks revealed that using the ID technique led to an increase of 60% in recall and up to 13% in precision when detecting code smells. Additionally, developers have effectively identified about 55% more code smells instances using the ID technique. Our study results revealed that using ID can improve the effectiveness of code smells detection, as developers can identify opportunities for refactoring actions earlier when compared to NID.  © 2013 IEEE.",Article,Final,Scopus
Ai C.H.; Gao J.H.; Huang Z.J.,57961679700; 55702611100; 57210743971,Code Smell Detection Driven by Hybrid Feature Selection and Ensemble Learning,2022,Jisuanji Gongcheng/Computer Engineering,48,7,,168–176and198,,,1,10.19678/j.issn.1000-3428.0062165,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141697658&doi=10.19678%2fj.issn.1000-3428.0062165&partnerID=40&md5=63b2837acf90d9fe4072dd83032f9643,"Code smell is a software feature that violates basic design principles or coding standards.When introduced into a source code?code smell increases the cost and difficulty of its maintenance.Machine learning can outperform other code smell detection methods.A code smell detection method based on hybrid feature selection and ensemble learning is proposed to address the possible‘dimension disaster’issue from the use of too many features in training?and the poor generalization performance of a single model. The weights of all features are calculated and fused using ReliefF? XGBoost feature importance?and the Pearson correlation coefficient?and irrelevant features with lower weights after fusion are deleted to obtain feature subsets. A two-layer Stacking ensemble learning model is constructed. The base classifier in the first layer comprises three different tree models?and the second layer uses Logistic Regression?LR?as a meta-classifier. The two-layer Stacking ensemble learning model combines the advantages of diversified models to enhance generalization performance. Inputting the feature subset into the Stacking ensemble learning model completes the code smell classification and detection. The experimental results show that the proposed method can reduce the feature dimension.Compared with the optimal base classifier in the first layer of the Stacking ensemble learning model? the maximum improvements in F-measure and G-mean indicators are 1.46% and 0.87%?respectively. © 2022, Editorial Office of Computer Engineering. All rights reserved.",Article,Final,Scopus
McGee S.,7004322344,"Evidence-Based Physical Diagnosis, Third Edition",2012,"Evidence-Based Physical Diagnosis, Third Edition",,,,1,719,718,1,10.1016/C2009-0-42449-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144343609&doi=10.1016%2fC2009-0-42449-8&partnerID=40&md5=e6d438ac41bcba72d90f3e6976a76fb0,"Evidence-Based Physical Diagnosis helps you choose the diagnostic approaches that have been proven most effective! Dr. Steven McGee puts the most current evidence at your fingertips, equipping you to easily select the best test for diagnosing a given condition and understand the diagnostic significance and accuracy of your findings. A remarkably easy-to-reference organization makes it simple to find the answers you need; and full-text online access at www.expertconsult.com lets you quickly reference the book from any computer or mobile device. © 2012 Elsevier Inc. All rights reserved",Book,Final,Scopus
Niemi M.E.K.; Daly M.J.; Ganna A.,57204136382; 7201456226; 57205732943,The human genetic epidemiology of COVID-19,2022,Nature Reviews Genetics,23,9,,533,546,13,53,10.1038/s41576-022-00478-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129340871&doi=10.1038%2fs41576-022-00478-5&partnerID=40&md5=927337b938ce563ffc93c44a149617d2,"Human genetics can inform the biology and epidemiology of coronavirus disease 2019 (COVID-19) by pinpointing causal mechanisms that explain why some individuals become more severely affected by the disease upon infection by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) virus. Large-scale genetic association studies, encompassing both rare and common genetic variants, have used different study designs and multiple disease phenotype definitions to identify several genomic regions associated with COVID-19. Along with a multitude of follow-up studies, these findings have increased our understanding of disease aetiology and provided routes for management of COVID-19. Important emergent opportunities include the clinical translatability of genetic risk prediction, the repurposing of existing drugs, exploration of variable host effects of different viral strains, study of inter-individual variability in vaccination response and understanding the long-term consequences of SARS-CoV-2 infection. Beyond the current pandemic, these transferrable opportunities are likely to affect the study of many infectious diseases. © 2022, Springer Nature Limited.",Review,Final,Scopus
Xu A.,57926074900,Software Engineering Code Workshop Based on B-RRT ? FND Algorithm for Deep Program Understanding Perspective,2022,Journal of Sensors,2022,,1564178,,,,1,10.1155/2022/1564178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139794888&doi=10.1155%2f2022%2f1564178&partnerID=40&md5=2e7b303d4a92ef928c03bde647110d05,"Developers will perform a lot of search behaviors when facing daily work tasks, searching for reusable code fragments, solutions to specific problems, algorithm designs, software documentation, and software tools from public repositories (including open source communities and forum blogs) or private repositories (internal software repositories, source code platforms, communities, etc.) to make full use of existing software development resources and experiences. This paper first takes a deep programmatic understanding view of the software development process. In this paper, we first define the software engineering code search task from the perspective of deep program understanding. Secondly, this paper summarizes two research paradigms of deep software engineering code search and composes the related research results. At the same time, this paper summarizes and organizes the common evaluation methods for software engineering code search tasks. Finally, the results of this paper are combined with an outlook on future research.  © 2022 Aiqiao Xu.",Retracted,Final,Scopus
Che Mohd Nassir C.M.N.; Hashim S.; Wong K.K.; Abdul Halim S.; Idris N.S.; Jayabalan N.; Guo D.; Mustapha M.,57224972632; 57221993995; 57054532900; 56362803200; 57205581630; 55541862900; 56528779200; 6506482465,COVID-19 Infection and Circulating Microparticles—Reviewing Evidence as Microthrombogenic Risk Factor for Cerebral Small Vessel Disease,2021,Molecular Neurobiology,58,8,,4188,4215,27,16,10.1007/s12035-021-02457-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108817038&doi=10.1007%2fs12035-021-02457-z&partnerID=40&md5=7f33fd1a6166848b4277fd7551e36fae,"Severe acute respiratory syndrome corona virus-2 (SARS-CoV-2) due to novel coronavirus disease 2019 (COVID-19) has affected the global society in numerous unprecedented ways, with considerable morbidity and mortality. Both direct and indirect consequences from COVID-19 infection are recognized to give rise to cardio- and cerebrovascular complications. Despite current limited knowledge on COVID-19 pathogenesis, inflammation, endothelial dysfunction, and coagulopathy appear to play critical roles in COVID-19-associated cerebrovascular disease (CVD). One of the major subtypes of CVD is cerebral small vessel disease (CSVD) which represents a spectrum of pathological processes of various etiologies affecting the brain microcirculation that can trigger subsequent neuroinflammation and neurodegeneration. Prevalent with aging, CSVD is a recognized risk factor for stroke, vascular dementia, and Alzheimer’s disease. In the background of COVID-19 infection, the heightened cellular activations from inflammations and oxidative stress may result in elevated levels of microthrombogenic extracellular-derived circulating microparticles (MPs). Consequently, MPs could act as pro-coagulant risk factor that may serve as microthrombi for the vulnerable microcirculation in the brain leading to CSVD manifestations. This review aims to appraise the accumulating body of evidence on the plausible impact of COVID-19 infection on the formation of microthrombogenic MPs that could lead to microthrombosis in CSVD manifestations, including occult CSVD which may last well beyond the pandemic era. © 2021, The Author(s).",Review,Final,Scopus
Badampudi D.; Unterkalmsteiner M.; Britto R.,57184336700; 36245433300; 25640516000,Modern Code Reviews - Survey of Literature and Practice,2023,ACM Transactions on Software Engineering and Methodology,32,4,107,,,,1,10.1145/3585004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163852501&doi=10.1145%2f3585004&partnerID=40&md5=ca72efe7435d9cbe7b231095b40fa810,"Background: Modern Code Review (MCR) is a lightweight alternative to traditional code inspections. While secondary studies on MCR exist, it is uanknown whether the research community has targeted themes that practitioners consider important.Objectives: The objectives are to provide an overview of MCR research, analyze the practitioners' opinions on the importance of MCR research, investigate the alignment between research and practice, and propose future MCR research avenues.Method: We conducted a systematic mapping study to survey state of the art until and including 2021, employed the Q-Methodology to analyze the practitioners' perception of the relevance of MCR research, and analyzed the primary studies' research impact.Results: We analyzed 244 primary studies, resulting in five themes. As a result of the 1,300 survey data points, we found that the respondents are positive about research investigating the impact of MCR on product quality and MCR process properties. In contrast, they are negative about human factor- and support systems-related research.Conclusion: These results indicate a misalignment between the state of the art and the themes deemed important by most survey respondents. Researchers should focus on solutions that can improve the state of MCR practice. We provide an MCR research agenda that can potentially increase the impact of MCR research. © 2023 Copyright held by the owner/author(s).",Article,Final,Scopus
Frattini J.; Montgomery L.; Fischbach J.; Unterkalmsteiner M.; Mendez D.; Fucci D.,57220116066; 57196369811; 57215317807; 36245433300; 55614741000; 55766423800,A Live Extensible Ontology of Quality Factors for Textual Requirements,2022,Proceedings of the IEEE International Conference on Requirements Engineering,2022-August,,,274,280,6,6,10.1109/RE54965.2022.00041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140969591&doi=10.1109%2fRE54965.2022.00041&partnerID=40&md5=e46af0c00525fa31329de0504ab8f4c6,"Quality factors like passive voice or sentence length are commonly used in research and practice to evaluate the quality of natural language requirements since they indicate defects in requirements artifacts that potentially propagate to later stages in the development life cycle. However, as a research community, we still lack a holistic perspective on quality factors. This inhibits not only a comprehensive understanding of the existing body of knowledge but also the effective use and evolution of these factors. To this end, we propose an ontology of quality factors for textual requirements, which includes (1) a structure framing quality factors and related elements and (2) a central repository and web interface making these factors publicly accessible and usable. We contribute the first version of both by applying a rigorous ontology development method to 105 eligible primary studies and construct a first version of the repository and interface. We illustrate the usability of the ontology and invite fellow researchers to a joint community effort to complete and maintain this knowledge repository. We envision our ontology to reflect the community's harmonized perception of requirements quality factors, guide reporting of new quality factors, and provide central access to the current body of knowledge.  © 2022 IEEE.",Conference paper,Final,Scopus
Bergmann S.; Bohn M.C.; Dornbusch S.; Becker S.C.; Stern M.,57315176000; 57219466407; 57223313884; 56152795600; 57196830381,Influence of RVFV Infection on Olfactory Perception and Behavior in Drosophila melanogaster,2023,Pathogens,12,4,558,,,,2,10.3390/pathogens12040558,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154597244&doi=10.3390%2fpathogens12040558&partnerID=40&md5=39fe6a0cb2be5b80e73a5dde08e9e39a,"In blood-feeding dipterans, olfaction plays a role in finding hosts and, hence, in spreading pathogens. Several pathogens are known to alter olfactory responses and behavior in vectors. As a mosquito-borne pathogen, Rift Valley Fever Virus (RVFV) can affect humans and cause great losses in livestock. We test the influence of RVFV infection on sensory perception, olfactory choice behavior and activity on a non-biting insect, Drosophila melanogaster, using electroantennograms (EAG), Y-maze, and locomotor activity monitor. Flies were injected with RVFV MP12 strain. Replication of RVFV and its persistence for at least seven days was confirmed by quantitative reverse transcription-PCR (RT-qPCR). One day post injection, infected flies showed weaker EAG responses towards 1-hexanol, vinegar, and ethyl acetate. In the Y-maze, infected flies showed a significantly lower response for 1-hexanol compared to uninfected flies. At days six or seven post infection, no significant difference between infected and control flies could be found in EAG or Y-maze anymore. Activity of infected flies was reduced at both time points. We found an upregulation of the immune-response gene, nitric oxide synthase, in infected flies. An infection with RVFV is able to transiently reduce olfactory perception and attraction towards food-related odors in Drosophila, while effects on activity and immune effector gene expression persist. A similar effect in blood-feeding insects could affect vector competence in RVFV transmitting dipterans. © 2023 by the authors.",Article,Final,Scopus
Zhang Y.; Ge C.; Liu H.; Zheng K.,55816561700; 57681534600; 58686957100; 57205196717,Code smell detection based on supervised learning models: A survey,2024,Neurocomputing,565,,127014,,,,0,10.1016/j.neucom.2023.127014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176210702&doi=10.1016%2fj.neucom.2023.127014&partnerID=40&md5=89ccee739932ffba0748ed4f7551946c,"Supervised learning-based code smell detection has become one of the dominant approaches to identify code smell. Existing works optimize the process of code smell detection from multiple aspects, such as high-quality dataset, feature selection, and model, etc. Although the accuracy is improved continuously, researchers are confused about what model are the most suitable ones to detect code smell when considering dataset construction and feature selection. Furthermore, existing surveys for code smell mainly analyze the impact of code smell, categorize the concerns of code smell, and repair code smell. There is a lack of systematic analysis and classification of code smell detection based on supervised learning. To this end, we collect 86 papers of code smell detection based on supervised learning ranging from January 2010 to April 2023. A total of 7 research questions is empirically evaluated from different aspects, such as datasets construction, data pre-processing, feature selection, and model training, etc. We conclude that existing works suffer from issues such as sample imbalance, different attention to types of code smell, and limited feature selection. Finally, we suggest possible future research directions. © 2023 Elsevier B.V.",Short survey,Final,Scopus
Cheng L.; Meng Q.-H.; Lilienthal A.J.; Qi P.-F.,57216843128; 22433584000; 15623407200; 56155176900,Development of compact electronic noses: A review,2021,Measurement Science and Technology,32,6,62002,,,,57,10.1088/1361-6501/abef3b,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104940373&doi=10.1088%2f1361-6501%2fabef3b&partnerID=40&md5=b665f873f8d84d9582dd0f548290aa27,"An electronic nose (e-nose) is a measuring instrument that mimics human olfaction and outputs 'fingerprint' information of mixed gases or odors. Generally speaking, an e-nose is mainly composed of two parts: a gas sensing system (gas sensor arrays, gas transmission paths) and an information processing system (microprocessor and related hardware, pattern recognition algorithms). It has been more than 30 years since the e-nose concept was introduced in the 1980s. Since then, e-noses have evolved from being large in size, expensive, and power-hungry instruments to portable, low cost devices with low power consumption. This paper reviews the development of compact e-nose design and calculation over the last few decades, and discusses possible future trends. Regarding the compact e-nose design, which is related to its size and weight, this paper mainly summarizes the development of sensor array design, hardware circuit design, gas path (i.e. the path through which the mixed gases to be measured flow inside the e-nose system) and sampling design, as well as portable design. For the compact e-nose calculation, which is directly related to its rapidity of detection, this review focuses on the development of on-chip calculation and wireless computing. The future trends of compact e-noses include the integration with the internet of things, wearable e-noses, and mobile e-nose systems. © 2021 IOP Publishing Ltd.",Review,Final,Scopus
McGee S.,7004322344,"Evidence-Based Physical Diagnosis, Fourth Edition",2017,"Evidence-Based Physical Diagnosis, Fourth Edition",,,,1,736,735,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054044182&partnerID=40&md5=e865d40647f4f7998cf97bbeb2528a1a,"Fully updated from cover to cover, incorporating over 200 new studies on the evidence-based approach to diagnosis, the 4th Edition of Evidence-Based Physical Diagnosis remains your go-to resource for guidance on interpreting physical signs, enabling you to determine the most appropriate physical finding to confirm a diagnosis. Internationally renowned author Dr. Steven McGee puts the most current evidence at your fingertips, allowing you to quickly compare all physical signs for a given diagnosis, understand their significance, and then select the most accurate ones. © 2018 Elsevier Inc. All rights reserved.",Book,Final,Scopus
Parker A.M.; Brigham E.; Connolly B.; McPeake J.; Agranovich A.V.; Kenes M.T.; Casey K.; Reynolds C.; Schmidt K.F.R.; Kim S.Y.; Kaplin A.; Sevin C.M.; Brodsky M.B.; Turnbull A.E.,55652121500; 36025022100; 55044436900; 54879798000; 16229479300; 57191042195; 56819826400; 57322951300; 7403914620; 55874864000; 7004283789; 36646695500; 7102901117; 7201506134,Addressing the post-acute sequelae of SARS-CoV-2 infection: a multidisciplinary model of care,2021,The Lancet Respiratory Medicine,9,11,,1328,1341,13,89,10.1016/S2213-2600(21)00385-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118493645&doi=10.1016%2fS2213-2600%2821%2900385-4&partnerID=40&md5=cb609639bab0c5107867276f40082436,"As of July 31, 2021, SARS-CoV-2 had infected almost 200 million people worldwide. The growing burden of survivorship is substantial in terms of the complexity of long-term health effects and the number of people affected. Persistent symptoms have been reported in patients with both mild and severe acute COVID-19, including those admitted to the intensive care unit (ICU). Early reports on the post-acute sequelae of SARS-CoV-2 infection (PASC) indicate that fatigue, dyspnoea, cough, headache, loss of taste or smell, and cognitive or mental health impairments are among the most common symptoms. These complex, multifactorial impairments across the domains of physical, cognitive, and mental health require a coordinated, multidisciplinary approach to management. Decades of research on the multifaceted needs of and models of care for patients with post-intensive care syndrome provide a framework for the development of PASC clinics to address the immediate needs of both hospitalised and non-hospitalised survivors of COVID-19. Such clinics could also provide a platform for rigorous research into the natural history of PASC and the potential benefits of therapeutic interventions. © 2021 Elsevier Ltd",Review,Final,Scopus
Mercer E.; Griffin B.; Steele J.; Goodrich K.R.; Bush C.M.,57023433700; 57023164100; 57023010800; 10938939400; 36764060400,"Phylogenetic relationships of Asimina and Deeringothamnus (Annonaceae) based on morphology, floral scent chemistry, and Inter-Simple Sequence Repeat data",2016,Journal of the Torrey Botanical Society,143,1,,58,68,10,1,10.3159/TORREY-D-14-00045.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952064178&doi=10.3159%2fTORREY-D-14-00045.1&partnerID=40&md5=4e8a67b3e8d007e792f4df1039de073a,"The phylogenetics of the North American genera Asimina and Deeringothamnus (Annonaceae) have never been determined with strong support or resolution. In this analysis, Inter-Simple Sequence Repeat (ISSR) DNA fingerprinting techniques were used alone and in combination with morphological and floral scent chemical data to elucidate the phylogeny of the group. DNA was extracted from accessions from both the field and herbarium. Five ISSR primers were used with 13 taxa, including nine of Asimina, two of Deeringothamnus, one Annona, and one Disepalum (17 total accessions). The ISSR band presence/absence data were analyzed using maximum parsimony. Phenotypic characters (including morphology and floral scent chemistry) were included in addition to the molecular data. In the molecular analysis, Deeringothamnus was imbedded within Asimina, with Deeringothamnus pulchellus Small being sister to two accessions of Asimina triloba Dunal (79% bootstrap bt support. In the combined molecular, morphological, and chemical analysis, the four accessions of Deeringothamnus formed a monophyletic clade (85% bt) as did the white-flowered and maroon-flowered species of Asimina, albeit each with less than 50% bt support. © Copyright 2016 by The Torrey Botanical Society.",Article,Final,Scopus
Lima J.P.M.; Costa S.A.; Brandão T.R.S.; Rocha A.,57200553777; 57200551428; 6602174128; 7102196611,Food consumption determinants and barriers for healthy eating at the workplace—a university setting†,2021,Foods,10,4,695,,,,16,10.3390/foods10040695,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103845689&doi=10.3390%2ffoods10040695&partnerID=40&md5=2f2049dbc76b67266cffaac61af79ae6,"Background: A wide variety of social, cultural and economic factors may influence dietary patterns. This work aims to identify the main determinants of food consumption and barriers for healthy eating at the workplace, in a university setting. Methods: A cross-sectional observational study was conducted with 533 participants. Data were obtained through the application of a self-administered questionnaire that included socio-demographic information, food consumption determinants and the main perceived barriers for healthy eating at the workplace. Results: The respondents identified “price” (22.5%), “meal quality” (20.7%), and “location/distance” (16.5%). For women, the determinant “availability of healthy food options” was more important than for men (p < 0.001). The food consumption determinants at the workplace most referred to by respondents were related to the nutritional value. Smell, taste, appearance and texture, and good value for money, were also considered important for choosing food at the workplace. Respondents referred to work commitments and lack of time as the main barriers for healthy eating at the workplace. Conclusions: Identification of determinants involved in food consumption, and the barriers for healthy eating, may contribute to a better definition of health promotion initiatives at the workplace aiming to improve nutritional intake. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Article,Final,Scopus
